@relation 'smart_review_data-weka.filters.unsupervised.attribute.Reorder-R1,3-last,2'

@attribute id numeric
@attribute type {review,title}
@attribute rating numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute product_name {'crosley cr8005a-tu c','jbl clip 2 waterproo','ninja professional b','oster cordless elect','iron gym total upper','everydrop by whirlpo','uvex skyper blue lig','rolodex deep desk dr','dymo labelmanager 28','the crystal bible','cuisinart mcp193-18n','viviscal extra stren','fake dog lucy poop d','mega man amiibo supe','skip hop zoo toddler','rhode island novelty','remo kd-0500-01 kids','prismacolor premier ','infant optics dxr-8 ','thermopro tp50 digit'}

@data
153,review,2,0.380597,0.619403,0,0.164179,0.007463,0.149254,0.052239,0.08209,0.014925,'remo kd-0500-01 kids'
153,title,2,0,1,0,0.333333,0,0.666667,0,0,0,'remo kd-0500-01 kids'
154,review,3,0.555556,0.444444,0,0.194444,0.027778,0.166667,0.055556,0.055556,0.027778,'remo kd-0500-01 kids'
154,title,3,0.428571,0.571429,0,0,0,0.142857,0.142857,0.142857,0,'remo kd-0500-01 kids'
155,review,5,0.369748,0.630252,0,0.117647,0.033613,0.12605,0.067227,0.084034,0.016807,'remo kd-0500-01 kids'
155,title,5,0.333333,0.666667,0,0.333333,0,0,0,0.166667,0,'remo kd-0500-01 kids'
156,review,5,0.488372,0.511628,0,0.139535,0.046512,0.116279,0.116279,0.069767,0,'remo kd-0500-01 kids'
156,title,5,0.2,0.8,0,0.2,0,0.2,0,0,0,'remo kd-0500-01 kids'
157,review,5,0.40625,0.59375,0,0.21875,0.020833,0.125,0.03125,0.083333,0.010417,'remo kd-0500-01 kids'
157,title,5,0.375,0.625,0,0.5,0,0,0,0.125,0,'remo kd-0500-01 kids'
158,review,5,0.431373,0.568627,0,0.117647,0.026144,0.130719,0.058824,0.068627,0.009804,'remo kd-0500-01 kids'
158,title,5,0,1,0,0.333333,0,0,0,0,0,'remo kd-0500-01 kids'
159,review,5,0.465517,0.534483,0,0.146552,0.034483,0.155172,0.086207,0.060345,0.008621,'prismacolor premier '
159,title,5,0.333333,0.666667,0,0,0.166667,0.5,0.166667,0,0,'prismacolor premier '
160,review,5,0.460317,0.539683,0,0.111111,0.031746,0.15873,0.063492,0.126984,0,'prismacolor premier '
160,title,5,0,1,0,0,0,0,0,0.5,0,'prismacolor premier '
161,review,5,0.463203,0.536797,0,0.134199,0.025974,0.138528,0.060606,0.060606,0.012987,'prismacolor premier '
161,title,5,0,1,0,0.333333,0,0,0,0.333333,0,'prismacolor premier '
162,review,1,0.42471,0.57529,0,0.140927,0.017375,0.121622,0.046332,0.061776,0.007722,'prismacolor premier '
162,title,1,0,1,0,0.333333,0,0,0,0,0,'prismacolor premier '
163,review,4,0.45614,0.54386,0,0.122807,0.010025,0.140351,0.052632,0.052632,0.010025,'prismacolor premier '
163,title,4,0.269231,0.730769,0,0.192308,0,0.153846,0.038462,0.115385,0,'prismacolor premier '
164,review,5,0.457944,0.542056,0,0.113485,0.012016,0.098798,0.038718,0.042724,0.006676,'infant optics dxr-8 '
164,title,5,0.428571,0.571429,0,0.285714,0,0.142857,0.142857,0.071429,0,'infant optics dxr-8 '
165,review,5,0.43418,0.56582,0.002309,0.110855,0.023095,0.094688,0.04157,0.055427,0.006928,'infant optics dxr-8 '
165,title,5,0.3,0.7,0,0.3,0,0,0,0.4,0,'infant optics dxr-8 '
166,review,1,0.429448,0.570552,0,0.134969,0.018405,0.116564,0.030675,0.04908,0.01227,'thermopro tp50 digit'
166,title,1,0.388889,0.611111,0,0.222222,0.055556,0.111111,0.111111,0.055556,0,'thermopro tp50 digit'
167,review,5,0.446809,0.553191,0,0.148936,0.06383,0.148936,0.06383,0.021277,0,'thermopro tp50 digit'
167,title,5,0.363636,0.636364,0,0.363636,0,0,0.181818,0,0,'thermopro tp50 digit'
168,review,1,0.44186,0.55814,0,0.139535,0.023256,0.127907,0.069767,0.069767,0.034884,'thermopro tp50 digit'
168,title,1,0.545455,0.454545,0,0.181818,0,0.181818,0.090909,0.090909,0.090909,'thermopro tp50 digit'
169,review,5,0.440613,0.559387,0,0.130268,0.015326,0.091954,0.022989,0.065134,0.003831,'thermopro tp50 digit'
169,title,5,0.4,0.6,0,0.2,0,0.2,0,0.2,0,'thermopro tp50 digit'
170,review,5,0.408805,0.591195,0,0.194969,0.025157,0.132075,0.050314,0.069182,0,'thermopro tp50 digit'
170,title,5,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,'thermopro tp50 digit'
171,review,5,0.448598,0.551402,0,0.186916,0.028037,0.121495,0.046729,0.102804,0.018692,'thermopro tp50 digit'
171,title,5,0.571429,0.428571,0,0.285714,0.142857,0.142857,0,0.142857,0,'thermopro tp50 digit'
172,review,4,0.417112,0.582888,0,0.117647,0.016043,0.117647,0.069519,0.058824,0.005348,'thermopro tp50 digit'
172,title,4,0.5,0.5,0,0.25,0,0.0625,0.0625,0.125,0,'thermopro tp50 digit'
