@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1'

@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
title,2,0.5,0.5,0,0,0.5,0.5,0,0,0,1,'\'B2of2\''
review,118,0.525424,0.474576,0,0.177966,0.042373,0.169492,0.050847,0.067797,0,0.449153,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,46,0.521739,0.478261,0,0.130435,0.086957,0.173913,0.043478,0.086957,0,0.413043,'\'B1of2\''
title,8,0.5,0.5,0,0.375,0,0.125,0,0,0,0.75,'\'B1of2\''
review,20,0.45,0.55,0,0.25,0.05,0.2,0.1,0.1,0,0.65,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,14,0.357143,0.642857,0,0.285714,0.071429,0.285714,0.071429,0,0,0.5,'\'B2of2\''
title,1,0,1,0,0,0,0,0,0,0,0,'\'B1of2\''
title,3,0,1,0,0.333333,0,0,0,0.666667,0,1,'\'B1of2\''
review,25,0.52,0.48,0,0.16,0.04,0.2,0.12,0.16,0.04,0.64,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
review,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,10,0.4,0.6,0,0.4,0,0.3,0,0.2,0,0.8,'\'B2of2\''
review,9,0.444444,0.555556,0,0.222222,0.111111,0.111111,0,0.222222,0.111111,0.777778,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
review,11,0.363636,0.636364,0,0.181818,0.090909,0.272727,0.272727,0,0,0.545455,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,15,0.466667,0.533333,0,0.333333,0.133333,0.133333,0.066667,0.133333,0,0.733333,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,35,0.4,0.6,0,0.2,0.028571,0.285714,0.085714,0.085714,0.028571,0.571429,'\'B1of2\''
title,4,0.5,0.5,0,0,0,0.25,0.25,0.25,0,0.25,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,5,0.4,0.6,0,0.2,0,0.2,0,0.2,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0.25,0,0,0.25,0,1,'\'B1of2\''
review,9,0.555556,0.444444,0,0.222222,0.111111,0.111111,0.111111,0.111111,0,0.555556,'\'B1of2\''
review,91,0.483516,0.516484,0,0.241758,0.065934,0.131868,0.076923,0.065934,0.010989,0.527473,'\'B2of2\''
review,26,0.538462,0.461538,0,0.230769,0.038462,0.230769,0.076923,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,1,1,0,0,0,0,0,0,0,0,1,'\'B2of2\''
title,21,0.571429,0.428571,0,0.285714,0.047619,0.190476,0.047619,0.142857,0,0.714286,'\'B2of2\''
title,6,0.5,0.5,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,0.833333,'\'B1of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B2of2\''
review,21,0.619048,0.380952,0,0.190476,0.095238,0.190476,0.047619,0.047619,0,0.52381,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,11,0.363636,0.636364,0,0.272727,0,0,0.090909,0.363636,0,0.727273,'\'B2of2\''
review,88,0.488636,0.511364,0,0.204545,0.045455,0.136364,0.045455,0.090909,0.011364,0.534091,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,13,0.615385,0.384615,0,0.153846,0.153846,0.307692,0.076923,0,0,0.615385,'\'B1of2\''
review,17,0.411765,0.588235,0,0.235294,0,0.058824,0,0.058824,0,0.470588,'\'B1of2\''
review,26,0.461538,0.538462,0,0.269231,0,0.153846,0.076923,0.038462,0,0.5,'\'B1of2\''
review,35,0.485714,0.514286,0,0.171429,0.085714,0.171429,0.085714,0,0.028571,0.485714,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,7,0.285714,0.714286,0,0.285714,0.142857,0,0.285714,0.142857,0,0.571429,'\'B2of2\''
title,3,0,1,0,0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B2of2\''
review,26,0.538462,0.461538,0,0.269231,0.076923,0.076923,0.115385,0.076923,0,0.576923,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0.333333,0.333333,0,0,0,0.666667,'\'B1of2\''
title,8,0.5,0.5,0,0.25,0,0.25,0.25,0,0,0.5,'\'B2of2\''
title,6,0.5,0.5,0,0.166667,0.166667,0,0.166667,0.333333,0,0.666667,'\'B2of2\''
review,3,0.333333,0.666667,0,0,0,0,0,0.666667,0,0.666667,'\'B2of2\''
review,23,0.434783,0.565217,0,0.26087,0.043478,0.217391,0,0.130435,0,0.782609,'\'B2of2\''
review,35,0.4,0.6,0,0.257143,0.028571,0.228571,0.085714,0.142857,0,0.628571,'\'B1of2\''
review,17,0.588235,0.411765,0,0.235294,0.117647,0.235294,0,0,0,0.647059,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,9,0.333333,0.666667,0,0.222222,0.111111,0.222222,0.111111,0.222222,0,0.888889,'\'B1of2\''
title,9,0.333333,0.666667,0,0.222222,0,0.222222,0.111111,0.333333,0,0.777778,'\'B1of2\''
review,28,0.5,0.5,0,0.285714,0.071429,0.285714,0.035714,0.035714,0,0.678571,'\'B1of2\''
title,4,0.5,0.5,0,0.25,0,0,0.25,0.25,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,10,0.5,0.5,0,0.3,0,0.2,0,0.1,0,0.7,'\'B1of2\''
review,21,0.571429,0.428571,0,0.190476,0.142857,0.238095,0.047619,0.095238,0,0.571429,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.666667,0.333333,0,0,0.333333,'\'B1of2\''
title,8,0.5,0.5,0,0.25,0,0,0.125,0.25,0,0.5,'\'B2of2\''
review,25,0.52,0.48,0,0.12,0.04,0.28,0.08,0.08,0.04,0.52,'\'B1of2\''
title,6,0.166667,0.833333,0,0.5,0,0.166667,0,0.166667,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,10,0.6,0.4,0,0.2,0.1,0.2,0.1,0,0,0.6,'\'B1of2\''
title,13,0.384615,0.615385,0,0.076923,0.076923,0.153846,0.230769,0.076923,0,0.307692,'\'B1of2\''
title,9,0.555556,0.444444,0,0.333333,0.111111,0.222222,0,0,0,0.666667,'\'B1of2\''
review,40,0.525,0.475,0,0.2,0.05,0.225,0.075,0.025,0.025,0.575,'\'B1of2\''
review,17,0.529412,0.470588,0,0.235294,0.058824,0.176471,0.176471,0.058824,0,0.588235,'\'B1of2\''
review,23,0.391304,0.608696,0,0.304348,0,0.086957,0.173913,0.130435,0,0.521739,'\'B1of2\''
title,9,0.555556,0.444444,0,0.111111,0.111111,0.111111,0,0.111111,0,0.555556,'\'B1of2\''
review,9,0.444444,0.555556,0,0.444444,0.222222,0.111111,0,0,0,0.777778,'\'B2of2\''
title,7,0.285714,0.714286,0,0.428571,0.142857,0.142857,0.142857,0,0,1,'\'B2of2\''
title,6,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.833333,'\'B1of2\''
review,23,0.478261,0.521739,0,0.26087,0.130435,0.173913,0,0.043478,0,0.73913,'\'B2of2\''
review,5,0,1,0,0.4,0,0.2,0.2,0.2,0,0.8,'\'B2of2\''
review,42,0.428571,0.571429,0,0.238095,0.02381,0.214286,0.047619,0.071429,0,0.52381,'\'B1of2\''
review,11,0.454545,0.545455,0,0.181818,0.090909,0.363636,0.090909,0.090909,0,0.727273,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,33,0.575758,0.424242,0,0.212121,0.121212,0.212121,0.030303,0.090909,0,0.636364,'\'B1of2\''
title,4,0.5,0.5,0,0,0,0.25,0.25,0.25,0,0.25,'\'B2of2\''
title,9,0.444444,0.555556,0,0.111111,0,0.333333,0.222222,0.111111,0,0.666667,'\'B2of2\''
title,4,0.5,0.5,0,0.5,0,0,0.25,0,0,0.5,'\'B1of2\''
title,13,0.615385,0.384615,0,0.230769,0,0.153846,0.076923,0.076923,0,0.538462,'\'B1of2\''
review,12,0.416667,0.583333,0,0.583333,0.083333,0.25,0,0,0,0.916667,'\'B1of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B2of2\''
title,2,0,1,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
title,7,0.285714,0.714286,0,0.428571,0,0.142857,0.142857,0,0,0.714286,'\'B1of2\''
review,3,0.666667,0.333333,0,0,0.666667,0.333333,0,0,0,1,'\'B2of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0.5,0,0,0,0.5,'\'B1of2\''
review,23,0.434783,0.565217,0,0.130435,0.086957,0.217391,0,0.130435,0,0.478261,'\'B2of2\''
review,112,0.482143,0.517857,0,0.142857,0.017857,0.196429,0.071429,0.044643,0,0.348214,'\'B1of2\''
title,6,0.333333,0.666667,0,0.333333,0.166667,0.166667,0.166667,0,0,0.666667,'\'B2of2\''
title,3,0,1,0,0.333333,0,0.333333,0,0.333333,0,1,'\'B1of2\''
title,5,0.2,0.8,0,0.2,0,0.6,0.2,0,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,48,0.5,0.5,0,0.291667,0.0625,0.166667,0.041667,0.041667,0.020833,0.5625,'\'B1of2\''
review,9,0.444444,0.555556,0,0.111111,0.111111,0.222222,0,0.444444,0,0.777778,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0,0,0.2,0.4,0,0.6,'\'B1of2\''
review,12,0.333333,0.666667,0,0.25,0.083333,0.333333,0,0,0,0.666667,'\'B2of2\''
title,8,0.625,0.375,0,0.125,0,0.125,0.375,0.125,0,0.25,'\'B1of2\''
review,3,0.333333,0.666667,0,0,0.333333,0.333333,0,0.333333,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'B1of2\''
title,5,0.2,0.8,0,0.4,0,0.2,0,0.2,0,0.8,'\'B1of2\''
review,28,0.571429,0.428571,0,0.107143,0.071429,0.214286,0.107143,0.035714,0,0.464286,'\'B1of2\''
review,71,0.478873,0.521127,0,0.211268,0.042254,0.169014,0.028169,0.084507,0,0.507042,'\'B2of2\''
review,42,0.5,0.5,0,0.238095,0.047619,0.142857,0.119048,0.071429,0,0.47619,'\'B1of2\''
title,4,0.25,0.75,0,0.25,0,0.25,0,0,0,0.5,'\'B1of2\''
review,44,0.522727,0.477273,0,0.227273,0.022727,0.113636,0.068182,0.113636,0.022727,0.545455,'\'B1of2\''
review,31,0.451613,0.548387,0,0.193548,0.032258,0.258065,0.193548,0.032258,0.032258,0.516129,'\'B2of2\''
review,34,0.470588,0.529412,0,0.205882,0.029412,0.235294,0.029412,0.147059,0.029412,0.588235,'\'B2of2\''
title,5,0.4,0.6,0,0.4,0,0,0,0.2,0,0.8,'\'B2of2\''
review,6,0.666667,0.333333,0,0.333333,0,0.333333,0,0,0,0.833333,'\'B1of2\''
review,51,0.431373,0.568627,0,0.215686,0.039216,0.235294,0.019608,0.058824,0.019608,0.588235,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,12,0.416667,0.583333,0,0.416667,0,0.333333,0,0.083333,0,0.666667,'\'B2of2\''
review,31,0.483871,0.516129,0,0.193548,0.096774,0.129032,0.032258,0.16129,0,0.612903,'\'B1of2\''
review,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'B2of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B2of2\''
review,22,0.5,0.5,0,0.136364,0.045455,0.181818,0.136364,0.136364,0,0.363636,'\'B1of2\''
review,23,0.608696,0.391304,0,0.173913,0.086957,0.26087,0.043478,0.086957,0,0.608696,'\'B1of2\''
review,21,0.571429,0.428571,0,0.095238,0.095238,0.238095,0.095238,0.190476,0,0.571429,'\'B1of2\''
review,10,0.6,0.4,0,0.2,0.1,0.1,0.2,0.1,0,0.7,'\'B1of2\''
review,83,0.518072,0.481928,0,0.216867,0.036145,0.156627,0.036145,0.120482,0.012048,0.554217,'\'B2of2\''
review,42,0.333333,0.666667,0,0.261905,0,0.095238,0.119048,0.214286,0.02381,0.666667,'\'B1of2\''
title,9,0.444444,0.555556,0,0.222222,0,0.222222,0,0.222222,0,0.888889,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,24,0.416667,0.583333,0,0.208333,0.041667,0.291667,0.041667,0.125,0,0.666667,'\'B1of2\''
review,64,0.40625,0.59375,0,0.28125,0.015625,0.171875,0.09375,0.125,0.03125,0.609375,'\'B1of2\''
title,22,0.363636,0.636364,0,0.227273,0,0.181818,0.045455,0.272727,0.045455,0.772727,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,73,0.561644,0.438356,0,0.164384,0.027397,0.191781,0.041096,0.136986,0.013699,0.520548,'\'B2of2\''
review,95,0.431579,0.568421,0,0.2,0.031579,0.157895,0.073684,0.073684,0,0.473684,'\'B1of2\''
review,7,0.428571,0.571429,0,0.142857,0,0,0.142857,0.285714,0,0.571429,'\'B2of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,82,0.5,0.5,0,0.170732,0.060976,0.158537,0.085366,0.036585,0.012195,0.45122,'\'B2of2\''
review,10,0.3,0.7,0,0.5,0,0.2,0,0.1,0,0.8,'\'B2of2\''
review,214,0.504673,0.495327,0,0.135514,0.03271,0.135514,0.060748,0.088785,0.009346,0.369159,'\'B1of2\''
review,76,0.526316,0.473684,0,0.171053,0.052632,0.197368,0.039474,0.118421,0,0.578947,'\'B2of2\''
review,14,0.357143,0.642857,0,0.214286,0,0.214286,0.214286,0.142857,0,0.714286,'\'B2of2\''
review,16,0.375,0.625,0,0.25,0,0.25,0.1875,0,0,0.5625,'\'B1of2\''
review,2,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,9,0.222222,0.777778,0,0.222222,0.111111,0.111111,0.111111,0.222222,0,0.666667,'\'B2of2\''
review,28,0.392857,0.607143,0,0.25,0,0.214286,0.035714,0.035714,0.035714,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0,0.666667,0.333333,0,0.333333,'\'B1of2\''
review,52,0.5,0.5,0,0.134615,0.019231,0.25,0.115385,0.057692,0.038462,0.519231,'\'B1of2\''
review,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,4,0,1,0,0.5,0,0.25,0,0.25,0,0.75,'\'B2of2\''
review,64,0.46875,0.53125,0,0.203125,0.046875,0.15625,0.125,0.09375,0.015625,0.546875,'\'B2of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,19,0.421053,0.578947,0,0.368421,0.052632,0.105263,0,0.157895,0,0.736842,'\'B2of2\''
title,7,0.571429,0.428571,0,0.142857,0,0.285714,0.142857,0,0.142857,0.571429,'\'B1of2\''
review,5,0.4,0.6,0,0.2,0,0.2,0,0.2,0,0.8,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,20,0.5,0.5,0,0.25,0.1,0.15,0,0.15,0,0.65,'\'B2of2\''
review,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
title,6,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.833333,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,11,0.363636,0.636364,0,0.181818,0.181818,0.272727,0.272727,0,0,0.727273,'\'B2of2\''
review,3,0,1,0,0,0,0.666667,0,0,0,0.666667,'\'B2of2\''
review,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,1,'\'B2of2\''
title,18,0.5,0.5,0,0.222222,0.166667,0.222222,0,0,0.055556,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,31,0.483871,0.516129,0,0.354839,0.064516,0.16129,0.032258,0.064516,0,0.645161,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,8,0.5,0.5,0,0.25,0,0,0,0.25,0,0.625,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,33,0.515152,0.484848,0,0.151515,0.060606,0.181818,0.121212,0.090909,0,0.545455,'\'B1of2\''
review,9,0.555556,0.444444,0,0,0.111111,0.222222,0.111111,0,0,0.444444,'\'B1of2\''
review,36,0.583333,0.416667,0,0.138889,0.055556,0.222222,0.111111,0.027778,0.027778,0.527778,'\'B2of2\''
title,9,0.444444,0.555556,0,0.333333,0,0.111111,0,0.222222,0,0.777778,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,116,0.5,0.5,0,0.155172,0.051724,0.163793,0.051724,0.077586,0,0.448276,'\'B1of2\''
title,12,0.666667,0.333333,0,0.166667,0,0.25,0.25,0.083333,0.083333,0.666667,'\'B1of2\''
review,28,0.392857,0.607143,0,0.214286,0.035714,0.25,0.071429,0.035714,0,0.642857,'\'B1of2\''
review,43,0.488372,0.511628,0,0.302326,0.023256,0.209302,0.023256,0.046512,0.023256,0.604651,'\'B1of2\''
review,26,0.423077,0.576923,0,0.307692,0.115385,0.153846,0.038462,0.153846,0,0.769231,'\'B2of2\''
review,22,0.545455,0.454545,0,0.227273,0.090909,0.181818,0.181818,0.045455,0,0.545455,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,14,0.571429,0.428571,0,0.214286,0.214286,0.142857,0.071429,0.142857,0,0.714286,'\'B2of2\''
review,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,66,0.393939,0.606061,0,0.227273,0.045455,0.181818,0.060606,0.136364,0.030303,0.651515,'\'B2of2\''
title,6,0.166667,0.833333,0,0.333333,0,0.333333,0,0.166667,0,0.5,'\'B1of2\''
review,87,0.413793,0.586207,0,0.218391,0.011494,0.195402,0.057471,0.103448,0,0.528736,'\'B2of2\''
title,5,0.2,0.8,0,0.4,0,0.2,0,0.2,0,0.8,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,9,0.444444,0.555556,0,0.222222,0.111111,0.222222,0.111111,0.111111,0,0.777778,'\'B1of2\''
review,33,0.484848,0.515152,0,0.242424,0.030303,0.181818,0.090909,0.121212,0,0.636364,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0,0,0.666667,'\'B2of2\''
review,19,0.421053,0.578947,0,0.421053,0,0.052632,0,0.105263,0,0.684211,'\'B1of2\''
review,17,0.529412,0.470588,0,0.117647,0.176471,0.176471,0.176471,0.117647,0,0.705882,'\'B2of2\''
review,9,0.333333,0.666667,0,0.222222,0.111111,0.222222,0,0.222222,0,0.777778,'\'B2of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,5,0.6,0.4,0,0.4,0,0.4,0.2,0,0,0.6,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,14,0.785714,0.214286,0,0,0.071429,0.357143,0.071429,0.071429,0.071429,0.428571,'\'B2of2\''
review,20,0.45,0.55,0,0.25,0.1,0.15,0.1,0.15,0,0.7,'\'B1of2\''
review,14,0.642857,0.357143,0,0.071429,0.071429,0.428571,0.071429,0.071429,0,0.642857,'\'B2of2\''
review,24,0.458333,0.541667,0,0.166667,0.041667,0.25,0.041667,0.125,0,0.708333,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,5,0.2,0.8,0,0.4,0,0,0.2,0.2,0,0.6,'\'B2of2\''
title,4,0.25,0.75,0,0,0,0.5,0,0.25,0,0.75,'\'B1of2\''
review,21,0.666667,0.333333,0,0.095238,0.095238,0.190476,0.095238,0.095238,0,0.571429,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,48,0.5625,0.4375,0,0.104167,0.020833,0.1875,0.083333,0.0625,0.041667,0.458333,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,68,0.455882,0.544118,0,0.147059,0.029412,0.25,0.102941,0.058824,0.014706,0.544118,'\'B2of2\''
title,6,0.333333,0.666667,0,0.166667,0,0,0.166667,0.333333,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,2,0.5,0.5,0,0.5,0.5,0,0,0,0,1,'\'B2of2\''
review,3,0.333333,0.666667,0,0,0,0.666667,0,0,0,0.666667,'\'B2of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,3,0,1,0,0.333333,0,0,0,0.666667,0,1,'\'B1of2\''
review,35,0.4,0.6,0,0.285714,0.028571,0.142857,0.028571,0.142857,0.028571,0.685714,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,5,0.4,0.6,0,0.4,0,0,0,0.2,0,0.8,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0.2,0.2,0,0.2,0,1,'\'B2of2\''
title,5,0.2,0.8,0,0.6,0.2,0.2,0,0,0,0.8,'\'B1of2\''
title,3,0.666667,0.333333,0,0,0,0,0.333333,0.333333,0,0.333333,'\'B1of2\''
review,58,0.603448,0.396552,0,0.189655,0.034483,0.206897,0.12069,0.034483,0.017241,0.517241,'\'B2of2\''
review,30,0.466667,0.533333,0,0.133333,0.033333,0.133333,0.133333,0.133333,0,0.466667,'\'B2of2\''
review,11,0.272727,0.727273,0,0.090909,0.090909,0.272727,0.090909,0.272727,0,0.727273,'\'B2of2\''
review,26,0.461538,0.538462,0,0.192308,0.076923,0.192308,0.115385,0.076923,0,0.576923,'\'B1of2\''
review,6,0,1,0,0.333333,0,0.166667,0,0.5,0,1,'\'B2of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,59,0.508475,0.491525,0,0.20339,0.084746,0.152542,0.033898,0.084746,0.016949,0.610169,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'B1of2\''
review,103,0.368932,0.631068,0,0.23301,0.019417,0.145631,0.019417,0.15534,0.009709,0.582524,'\'B1of2\''
title,6,0.5,0.5,0,0,0.166667,0.5,0.166667,0,0,0.666667,'\'B2of2\''
review,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'B2of2\''
review,15,0.466667,0.533333,0,0.133333,0.066667,0.2,0,0.266667,0,0.8,'\'B2of2\''
title,12,0.083333,0.916667,0,0.333333,0,0.333333,0.083333,0.083333,0,0.75,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,18,0.5,0.5,0,0.222222,0.055556,0.222222,0.055556,0.055556,0.055556,0.5,'\'B1of2\''
title,11,0.454545,0.545455,0,0.181818,0,0.272727,0.272727,0,0.090909,0.636364,'\'B1of2\''
review,13,0.538462,0.461538,0,0.384615,0,0.153846,0.076923,0.076923,0,0.769231,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,40,0.525,0.475,0,0.225,0.05,0.175,0.125,0.075,0,0.6,'\'B2of2\''
review,11,0.272727,0.727273,0,0.454545,0,0.090909,0,0.181818,0,0.818182,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,4,0.5,0.5,0,0,0,0,0.25,0.25,0,0.5,'\'B2of2\''
review,10,0.6,0.4,0,0.1,0.2,0.2,0.1,0.2,0,0.8,'\'B2of2\''
review,15,0.466667,0.533333,0,0.266667,0,0.2,0,0.133333,0,0.8,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0,0,0.5,0,0.5,'\'B1of2\''
review,440,0.431818,0.568182,0,0.186364,0.020455,0.140909,0.052273,0.086364,0.004545,0.413636,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,75,0.6,0.4,0,0.186667,0.04,0.173333,0.08,0.053333,0,0.48,'\'B2of2\''
review,3,0.333333,0.666667,0,0,0,0,0.666667,0.333333,0,0.333333,'\'B1of2\''
review,35,0.571429,0.428571,0,0.2,0.028571,0.171429,0.057143,0.028571,0.028571,0.485714,'\'B1of2\''
review,46,0.586957,0.413043,0,0.173913,0.043478,0.26087,0.043478,0.043478,0,0.5,'\'B2of2\''
review,9,0.222222,0.777778,0,0.111111,0,0.222222,0.222222,0.222222,0,0.333333,'\'B2of2\''
