@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,8,9,10,11,12'

@attribute 'stop_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
0.412463,0.017804,0.127596,0.047478,0.106825,0.011869,0.436202,'\'B1of2\''
0.636364,0.090909,0.227273,0.045455,0.090909,0.045455,0.590909,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.6,0,0,0.2,0.2,0,0.6,'\'B1of2\''
0.2,0,0.2,0,0.2,0,0.8,'\'B2of2\''
0,0,0.666667,0,0,0,1,'\'B1of2\''
0.407407,0.037037,0.296296,0.185185,0.037037,0.037037,0.592593,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.4,0.1,0,0.1,0.2,0,0.7,'\'B2of2\''
0,0,0.25,0,0.25,0,1,'\'B1of2\''
0.5,0.071429,0.214286,0,0,0,0.678571,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.479167,0.041667,0.166667,0.125,0.041667,0,0.541667,'\'B1of2\''
0.333333,0,0,0.333333,0,0,0.666667,'\'B1of2\''
0.555556,0,0,0.111111,0.111111,0,0.444444,'\'B2of2\''
0.388889,0.027778,0.138889,0.027778,0.083333,0,0.5,'\'B1of2\''
0.436364,0.054545,0.145455,0.127273,0.090909,0,0.418182,'\'B2of2\''
0.625,0,0.125,0.125,0,0.125,0.5,'\'B2of2\''
0.25,0,0.125,0.125,0.25,0,0.75,'\'B2of2\''
0.535714,0.017857,0.196429,0.089286,0.035714,0,0.517857,'\'B1of2\''
0.666667,0.111111,0.222222,0,0.111111,0,0.666667,'\'B1of2\''
0.5,0,0.222222,0.055556,0.166667,0,0.611111,'\'B2of2\''
0.5,0,0,0,0,0,0.5,'\'B2of2\''
0.666667,0,0,0.333333,0,0,0.666667,'\'B2of2\''
0.25,0.25,0,0,0.25,0,1,'\'B2of2\''
0.478261,0.065217,0.086957,0.086957,0.086957,0,0.521739,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0.25,0.25,0,0.75,'\'B2of2\''
0.333333,0,0,0,0,0,1,'\'B1of2\''
0.5,0.25,0.25,0,0,0,1,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.375,0.125,0.25,0.125,0.125,0,0.875,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.426829,0.04878,0.146341,0.060976,0.02439,0.02439,0.47561,'\'B1of2\''
0.5,0.05,0.3,0.15,0.1,0.05,0.65,'\'B2of2\''
0.375,0,0.25,0,0.25,0,0.75,'\'B1of2\''
0.5,0,0,0.25,0.25,0,0.75,'\'B1of2\''
0.333333,0,0,0.333333,0,0,0.333333,'\'B1of2\''
0.428571,0.071429,0.142857,0.142857,0.071429,0,0.785714,'\'B2of2\''
0.407407,0.074074,0.148148,0.222222,0.148148,0,0.592593,'\'B1of2\''
0.47619,0.047619,0.142857,0.071429,0.119048,0,0.52381,'\'B2of2\''
0.481818,0.018182,0.181818,0.072727,0.054545,0.009091,0.418182,'\'B1of2\''
0.42623,0.04918,0.147541,0.098361,0.131148,0.016393,0.622951,'\'B2of2\''
0.5,0,0,0,0,0,0.75,'\'B1of2\''
0.514286,0.057143,0.142857,0.057143,0.085714,0,0.6,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0,0,0,0,1,'\'B1of2\''
0.357143,0.071429,0.214286,0.142857,0.071429,0,0.571429,'\'B1of2\''
0.666667,0,0.444444,0.111111,0,0.111111,0.555556,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.461538,0,0.153846,0,0.230769,0,0.615385,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.533333,0.088889,0.222222,0.111111,0.022222,0,0.533333,'\'B1of2\''
0.363636,0.090909,0.272727,0,0.181818,0,0.636364,'\'B2of2\''
0.488372,0.023256,0.232558,0.186047,0.046512,0.023256,0.488372,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.666667,0.111111,0.222222,0.111111,0.111111,0,0.777778,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0,0.333333,0.333333,0,0.5,'\'B1of2\''
0.666667,0,0.666667,0.333333,0,0,0.333333,'\'B1of2\''
0.428571,0.142857,0.285714,0,0,0,1,'\'B2of2\''
0.517544,0.026316,0.149123,0.105263,0.078947,0.017544,0.421053,'\'B1of2\''
0.307692,0.076923,0.153846,0.153846,0.115385,0.038462,0.538462,'\'B1of2\''
0.388889,0.111111,0.111111,0.055556,0.111111,0.055556,0.722222,'\'B1of2\''
0.538462,0.076923,0.153846,0.076923,0.076923,0,0.615385,'\'B1of2\''
0.5625,0.0625,0.125,0.09375,0.125,0,0.5,'\'B1of2\''
0.538462,0.115385,0.115385,0.038462,0.269231,0,0.576923,'\'B2of2\''
0.433333,0.033333,0.116667,0.083333,0.116667,0,0.533333,'\'B1of2\''
0.432432,0,0.189189,0.108108,0.081081,0,0.459459,'\'B1of2\''
0.6,0,0.2,0,0.133333,0.066667,0.666667,'\'B1of2\''
0.5,0.5,0,0,0,0,1,'\'B1of2\''
0.4,0,0,0,0.2,0,0.8,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.363636,0.090909,0.090909,0,0.181818,0,0.818182,'\'B2of2\''
0.516129,0.032258,0.225806,0.096774,0.096774,0,0.419355,'\'B1of2\''
0.4,0.2,0,0,0,0,0.8,'\'B2of2\''
0.6,0.1,0.25,0.1,0,0,0.55,'\'B1of2\''
0,0,0,0,0.5,0,0.833333,'\'B1of2\''
0.454545,0,0.181818,0.181818,0.090909,0,0.636364,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.545455,0.045455,0.204545,0.136364,0.045455,0.022727,0.545455,'\'B1of2\''
0.666667,0.166667,0.333333,0.166667,0,0,0.5,'\'B1of2\''
0.272727,0,0.272727,0.090909,0.090909,0,0.636364,'\'B1of2\''
0.25,0,0.25,0,0.25,0,1,'\'B2of2\''
0.5,0,0,0.25,0,0,0.5,'\'B1of2\''
0.6,0,0,0.4,0.2,0,0.4,'\'B2of2\''
0.553191,0.042553,0.191489,0.06383,0.042553,0,0.446809,'\'B1of2\''
0.615385,0.038462,0.115385,0.076923,0.153846,0,0.692308,'\'B1of2\''
0.45,0,0.2,0.2,0.15,0,0.7,'\'B1of2\''
0.621212,0.030303,0.181818,0.030303,0.090909,0,0.5,'\'B2of2\''
0.625,0,0,0.125,0.125,0,0.625,'\'B1of2\''
0.57971,0.036232,0.188406,0.086957,0.036232,0.014493,0.369565,'\'B1of2\''
0.4,0.2,0,0.2,0.4,0,0.8,'\'B1of2\''
0.375,0,0.25,0.125,0,0,0.6875,'\'B2of2\''
0.5,0.2,0.3,0.1,0.1,0,0.5,'\'B2of2\''
0.375,0.083333,0.208333,0.041667,0.125,0,0.625,'\'B2of2\''
0.545455,0,0.090909,0.090909,0.181818,0,0.636364,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0.47619,0.095238,0.142857,0.047619,0.095238,0,0.619048,'\'B1of2\''
0.4,0,0.1,0.2,0.2,0,0.6,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.666667,0.222222,0.222222,0,0,0,0.777778,'\'B2of2\''
0.5,0.5,0.5,0,0,0,1,'\'B1of2\''
0.5,0,0.25,0,0.25,0,0.625,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.428571,0.035714,0.178571,0.071429,0.107143,0,0.642857,'\'B1of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.463158,0.021053,0.157895,0.147368,0.052632,0.010526,0.442105,'\'B2of2\''
0.411765,0.058824,0.117647,0.058824,0.176471,0,0.705882,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0.5,0,0,0,1,'\'B2of2\''
0.4,0,0,0.2,0.2,0,0.6,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.380952,0.047619,0.095238,0.047619,0.142857,0,0.571429,'\'B2of2\''
0.5,0,0.166667,0,0.25,0.083333,0.75,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.142857,0,0.142857,0.142857,0.142857,0,0.571429,'\'B1of2\''
0.333333,0,0.333333,0.111111,0.111111,0,0.666667,'\'B1of2\''
0.6,0,0.2,0.2,0,0,0.8,'\'B1of2\''
0.4,0,0.133333,0,0.2,0.066667,0.733333,'\'B2of2\''
0.571429,0.142857,0,0.285714,0.142857,0,0.571429,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.636364,0.090909,0.272727,0.090909,0.090909,0,0.727273,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.666667,0,0.333333,0,0.333333,0,1,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0.25,0,0,0,0.5,0,0.75,'\'B1of2\''
0.4375,0,0.125,0.125,0.0625,0,0.625,'\'B1of2\''
0.428571,0.142857,0,0,0,0,0.714286,'\'B1of2\''
0.285714,0,0,0,0.142857,0,0.857143,'\'B2of2\''
0.555556,0.027778,0.222222,0.111111,0.055556,0,0.611111,'\'B2of2\''
0.2,0,0,0,0.2,0,0.8,'\'B2of2\''
0.384615,0.153846,0.230769,0.076923,0.230769,0,0.769231,'\'B1of2\''
0.5,0,0.375,0,0.25,0,0.625,'\'B2of2\''
0.541667,0.041667,0.145833,0.0625,0.145833,0,0.479167,'\'B1of2\''
0,0,0,0,0.666667,0,1,'\'B2of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.25,0.125,0.25,0.125,0.125,0,0.75,'\'B1of2\''
0.428571,0.071429,0.142857,0.071429,0.071429,0,0.642857,'\'B1of2\''
0.5,0.166667,0,0,0,0,0.833333,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.333333,0,0.333333,0,0.333333,0,0.333333,'\'B1of2\''
0.25,0,0,0,0,0,0.75,'\'B2of2\''
0,0,0,0.5,0,0,0.5,'\'B2of2\''
0.5,0.1,0.2,0,0.1,0,0.7,'\'B1of2\''
0.5,0.1,0.3,0.1,0.2,0,0.9,'\'B2of2\''
0.5,0,0,0.25,0.5,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.5,0.5,0.5,0,0,0,0.5,'\'B2of2\''
0.576923,0.038462,0.230769,0.076923,0.076923,0,0.730769,'\'B2of2\''
0.5,0.033333,0.2,0.1,0.133333,0.033333,0.666667,'\'B1of2\''
0.25,0,0.5,0,0,0,0.75,'\'B1of2\''
0.25,0,0.25,0.25,0.25,0,0.75,'\'B1of2\''
0.333333,0,0.333333,0,0,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
1,0.333333,0.333333,0,0,0,0.666667,'\'B2of2\''
0.333333,0,0.333333,0,0,0,0.666667,'\'B2of2\''
0.411765,0.029412,0.191176,0.058824,0.088235,0.058824,0.647059,'\'B1of2\''
0.352941,0.058824,0.294118,0.117647,0.117647,0,0.588235,'\'B2of2\''
0,0,0.333333,0.333333,0.333333,0,0.666667,'\'B2of2\''
0.489796,0.040816,0.153061,0.061224,0.112245,0.010204,0.479592,'\'B2of2\''
0.588235,0,0.235294,0,0.058824,0,0.588235,'\'B1of2\''
0.4,0,0.1,0.1,0.1,0,0.6,'\'B1of2\''
0.333333,0,0.222222,0.111111,0,0,0.777778,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0.333333,0,0,0,0,1,'\'B1of2\''
0.424242,0.060606,0.181818,0.030303,0.090909,0,0.636364,'\'B1of2\''
0.5,0.033333,0.216667,0.066667,0.066667,0,0.533333,'\'B2of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.6,0.1,0.15,0.1,0.05,0.05,0.45,'\'B2of2\''
0.25,0,0.125,0.25,0.125,0.125,0.75,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.2,0,0.2,0.2,0.2,0,0.6,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.666667,0.166667,0,0.333333,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.490291,0.009709,0.140777,0.038835,0.067961,0.004854,0.378641,'\'B1of2\''
0.583333,0.041667,0.208333,0,0.208333,0,0.583333,'\'B1of2\''
0.4,0.066667,0.266667,0.2,0.266667,0,0.6,'\'B1of2\''
0.5,0.5,0.5,0,0,0,0.5,'\'B2of2\''
0.47619,0.047619,0.047619,0.047619,0.142857,0,0.619048,'\'B1of2\''
0.333333,0.166667,0.166667,0.166667,0,0,0.833333,'\'B2of2\''
0.566667,0.033333,0.15,0.05,0.116667,0,0.5,'\'B2of2\''
0.514286,0.042857,0.214286,0.042857,0.071429,0.014286,0.514286,'\'B1of2\''
0.459459,0.027027,0.243243,0.027027,0.108108,0,0.540541,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.285714,0,0.285714,0.142857,0.142857,0,0.714286,'\'B1of2\''
0.5,0.166667,0,0,0.166667,0,0.833333,'\'B2of2\''
0.51,0.02,0.15,0.08,0.05,0.01,0.47,'\'B2of2\''
0,0,0,0,0,0,0.75,'\'B2of2\''
0.181818,0.090909,0,0.181818,0.272727,0,0.727273,'\'B2of2\''
0.4,0,0.4,0,0.2,0,0.2,'\'B2of2\''
0.545455,0.151515,0.151515,0.060606,0.090909,0,0.575758,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.565217,0.043478,0.173913,0,0,0,0.608696,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.545455,0.090909,0.090909,0,0.272727,0,0.727273,'\'B1of2\''
0.166667,0,0.333333,0.166667,0.166667,0,0.5,'\'B2of2\''
0.285714,0.142857,0.285714,0.142857,0.142857,0,0.714286,'\'B2of2\''
0.424242,0.045455,0.227273,0.045455,0.060606,0.015152,0.5,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0.066667,0.266667,0.133333,0.133333,0,0.8,'\'B1of2\''
0.2,0.2,0.4,0,0.2,0,0.6,'\'B1of2\''
0.492958,0.014085,0.126761,0.098592,0.084507,0.014085,0.450704,'\'B1of2\''
0.375,0,0.25,0.125,0.125,0,0.5,'\'B1of2\''
0.555556,0.111111,0.111111,0.111111,0.111111,0,0.666667,'\'B1of2\''
0.428571,0.015873,0.15873,0.079365,0.142857,0.015873,0.571429,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.480769,0.057692,0.211538,0.019231,0.076923,0.019231,0.615385,'\'B1of2\''
0.605263,0.131579,0.131579,0.184211,0.026316,0,0.473684,'\'B2of2\''
0.541667,0.083333,0.166667,0,0.166667,0,0.708333,'\'B2of2\''
0.333333,0,0.333333,0,0.333333,0,0.666667,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.125,0,0.125,0,0.25,0,0.875,'\'B1of2\''
0.470588,0.058824,0.117647,0.147059,0.058824,0,0.470588,'\'B2of2\''
0.2,0,0.2,0,0.4,0,0.4,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.55873,0.038095,0.174603,0.047619,0.044444,0.012698,0.371429,'\'B1of2\''
0.472222,0.027778,0.138889,0.055556,0.111111,0,0.638889,'\'B1of2\''
0.5,0,0.083333,0,0.166667,0,0.75,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.285714,0,0,0,0.142857,0,0.857143,'\'B2of2\''
0.533333,0,0.266667,0.066667,0.133333,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.462094,0.01444,0.162455,0.050542,0.064982,0.01083,0.444043,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.285714,0.071429,0.214286,0.214286,0.285714,0,0.714286,'\'B2of2\''
0.333333,0,0,0.333333,0.166667,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.6,0,0.2,0,0,0,0.7,'\'B1of2\''
0.6,0.1,0.1,0.1,0.2,0,0.7,'\'B2of2\''
0.333333,0,0,0.166667,0.333333,0,0.666667,'\'B1of2\''
0.333333,0,0,0,0,0,0.666667,'\'B2of2\''
0.363636,0.090909,0.181818,0.090909,0.090909,0,0.454545,'\'B2of2\''
0.418605,0.023256,0.186047,0.046512,0.069767,0,0.55814,'\'B1of2\''
0.333333,0,0,0,0.333333,0,1,'\'B1of2\''
0.75,0,0.125,0.125,0.125,0.125,0.625,'\'B2of2\''
0.454545,0,0.181818,0,0.181818,0,0.545455,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.541667,0.041667,0.208333,0.041667,0.083333,0,0.666667,'\'B1of2\''
0.5,0.1,0.2,0,0,0,0.7,'\'B1of2\''
0.3125,0,0.125,0.1875,0.0625,0,0.4375,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.2,0,0,0.4,0,0,0.4,'\'B2of2\''
0.423913,0.01087,0.152174,0.086957,0.097826,0.01087,0.532609,'\'B2of2\''
0.5,0.5,0.5,0,0,0,0.5,'\'B2of2\''
0.4,0.1,0.2,0,0.1,0,0.8,'\'B2of2\''
0.4,0.1,0.1,0,0.3,0,0.8,'\'B2of2\''
0.625,0.035714,0.214286,0.053571,0.035714,0.017857,0.446429,'\'B2of2\''
0.476793,0.010549,0.120253,0.049578,0.070675,0.008439,0.329114,'\'B1of2\''
0.536585,0.04878,0.097561,0.04878,0.073171,0,0.512195,'\'B1of2\''
0.45283,0.037736,0.188679,0.037736,0.169811,0,0.603774,'\'B1of2\''
0.5,0.142857,0.285714,0.214286,0.071429,0,0.714286,'\'B2of2\''
0.357143,0.071429,0.214286,0,0.142857,0,0.714286,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.411765,0.088235,0.264706,0.029412,0.058824,0,0.647059,'\'B1of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.777778,0.111111,0.333333,0.111111,0,0,0.555556,'\'B1of2\''
0,0,0,0.5,0,0,0.5,'\'B2of2\''
0.25,0,0,0.25,0.25,0,0.75,'\'B1of2\''
0.5,0.05,0.25,0.15,0.15,0,0.7,'\'B1of2\''
0.438596,0.052632,0.210526,0.070175,0.087719,0,0.614035,'\'B1of2\''
0.506849,0.041096,0.082192,0.082192,0.09589,0.013699,0.534247,'\'B2of2\''
0.222222,0,0,0.111111,0.333333,0,0.888889,'\'B2of2\''
0.555556,0.055556,0.166667,0.055556,0.166667,0,0.5,'\'B1of2\''
0,0,0.5,0.5,0,0,0.5,'\'B2of2\''
0,0,0.125,0,0.125,0,0.5,'\'B1of2\''
0.444444,0,0.222222,0,0,0,0.888889,'\'B1of2\''
0.513514,0.054054,0.216216,0.081081,0.054054,0.027027,0.432432,'\'B1of2\''
0.468085,0,0.234043,0.042553,0.06383,0,0.553191,'\'B1of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B1of2\''
0.502439,0.009756,0.097561,0.068293,0.073171,0.009756,0.404878,'\'B1of2\''
0.6,0,0.2,0,0,0,0.8,'\'B1of2\''
0.6,0.1,0.2,0.075,0.05,0,0.525,'\'B1of2\''
0.52,0.04,0.12,0.04,0.08,0,0.6,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0,0,0.5,0,1,'\'B2of2\''
0.5,0.5,0.5,0,0,0,1,'\'B1of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.666667,0.095238,0.190476,0.047619,0.095238,0,0.666667,'\'B1of2\''
0.285714,0,0.142857,0,0.285714,0,0.714286,'\'B2of2\''
0.542857,0.057143,0.114286,0.085714,0.142857,0.028571,0.628571,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.666667,0,1,'\'B2of2\''
0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
0.428571,0,0.142857,0,0,0,0.571429,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.533333,0.133333,0.2,0,0.133333,0,0.866667,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.512195,0.036585,0.231707,0.134146,0.085366,0,0.463415,'\'B2of2\''
0.5,0.034722,0.180556,0.069444,0.0625,0.006944,0.409722,'\'B1of2\''
0.577778,0.066667,0.177778,0.133333,0.022222,0.022222,0.533333,'\'B2of2\''
0.515625,0.0625,0.171875,0.078125,0.0625,0.015625,0.53125,'\'B1of2\''
0.714286,0,0.142857,0.142857,0.142857,0,0.714286,'\'B2of2\''
0.384615,0.153846,0.384615,0.076923,0.076923,0,0.769231,'\'B2of2\''
0.555556,0.111111,0,0.111111,0.222222,0,0.777778,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.440559,0.027972,0.153846,0.097902,0.090909,0.006993,0.48951,'\'B1of2\''
0.25,0,0.25,0.25,0.25,0,0.75,'\'B1of2\''
0.5,0,0.2,0,0.2,0.1,0.6,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.285714,0,0,0,0.285714,0,0.857143,'\'B1of2\''
0.466667,0.066667,0.155556,0.066667,0.066667,0.022222,0.511111,'\'B2of2\''
0.75,0.083333,0.166667,0.083333,0.083333,0,0.416667,'\'B1of2\''
0.636364,0,0.181818,0.090909,0.181818,0.090909,0.636364,'\'B1of2\''
0.4375,0.0625,0.1875,0.125,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.3,0,0.3,0,0.1,0,0.8,'\'B2of2\''
0.444444,0,0.222222,0.074074,0.074074,0,0.592593,'\'B2of2\''
0.413043,0.043478,0.086957,0.152174,0.108696,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.416667,0.166667,0.25,0.083333,0.166667,0,0.833333,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0.1,0.2,0.1,0.1,0,0.5,'\'B1of2\''
0.455446,0.039604,0.168317,0.118812,0.089109,0.019802,0.534653,'\'B2of2\''
0.454545,0.181818,0.090909,0.090909,0.090909,0,0.818182,'\'B1of2\''
0.2,0.1,0.1,0.2,0.2,0,0.8,'\'B1of2\''
0.363636,0,0.272727,0.090909,0,0,0.454545,'\'B1of2\''
0.666667,0.333333,0.333333,0,0,0,1,'\'B2of2\''
0.6,0.1,0.2,0,0,0,0.7,'\'B2of2\''
0.454545,0,0.090909,0.090909,0.181818,0,0.636364,'\'B1of2\''
0.470588,0.117647,0.117647,0.117647,0.058824,0,0.705882,'\'B1of2\''
0.6,0.1,0.1,0.1,0.2,0,0.7,'\'B2of2\''
0.428571,0,0.285714,0.142857,0.142857,0,0.714286,'\'B2of2\''
0.428571,0,0,0,0.285714,0,0.714286,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.2,0,0.266667,0.133333,0.133333,0,0.6,'\'B2of2\''
0.166667,0,0.166667,0,0.333333,0,1,'\'B2of2\''
0.666667,0.111111,0.111111,0,0.222222,0,0.555556,'\'B1of2\''
0.5,0.125,0.25,0.25,0.125,0.125,0.75,'\'B2of2\''
0.653846,0.115385,0.192308,0.115385,0.038462,0.038462,0.615385,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.4,0,0.2,0,0,0,0.8,'\'B1of2\''
0.444444,0.111111,0.222222,0.222222,0,0.111111,0.888889,'\'B2of2\''
0.444444,0,0.111111,0,0,0,0.666667,'\'B1of2\''
0.458333,0.041667,0.208333,0.041667,0.083333,0,0.75,'\'B2of2\''
0.5,0.1,0.4,0.1,0,0,0.3,'\'B1of2\''
0.611111,0.111111,0.111111,0.055556,0,0,0.722222,'\'B2of2\''
0.586667,0.053333,0.2,0.066667,0.04,0,0.453333,'\'B1of2\''
0.166667,0,0.166667,0,0.333333,0,0.833333,'\'B1of2\''
0.608696,0,0.173913,0.086957,0.086957,0,0.521739,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.375,0,0.25,0.125,0,0.125,0.75,'\'B1of2\''
0.542857,0.057143,0.157143,0.085714,0.1,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0.029412,0.205882,0.088235,0.058824,0.029412,0.5,'\'B2of2\''
0.6,0.05,0.2,0.1,0.15,0.05,0.55,'\'B1of2\''
0.5,0.1,0.3,0.2,0.2,0,0.5,'\'B1of2\''
0.495495,0.027027,0.171171,0.054054,0.117117,0.009009,0.468468,'\'B1of2\''
0.5,0.065217,0.152174,0.065217,0.086957,0,0.521739,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0.3,0.2,0.1,0,0.4,'\'B2of2\''
0,0,0.5,0,0,0,1,'\'B2of2\''
0.428571,0.071429,0.285714,0.071429,0,0,0.428571,'\'B1of2\''
0.25,0,0.25,0,0,0,0.75,'\'B1of2\''
0.419355,0.064516,0.290323,0.096774,0.129032,0,0.548387,'\'B1of2\''
0.545455,0,0.181818,0.181818,0.090909,0,0.636364,'\'B2of2\''
0.307692,0,0.230769,0,0.230769,0,0.846154,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0.066667,0,0.066667,0.2,0,0.733333,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.454545,0.090909,0.090909,0.090909,0.090909,0,0.636364,'\'B2of2\''
0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.526316,0.017544,0.245614,0.035088,0.035088,0.035088,0.491228,'\'B1of2\''
0.517857,0.035714,0.160714,0.053571,0.053571,0.017857,0.446429,'\'B2of2\''
0.333333,0,0.666667,0,0,0,1,'\'B2of2\''
