@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-V-R2,6,7,8,9,10,11,12'

@attribute 'stop_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
0.5,0.166667,0.333333,0.166667,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.513158,0.026316,0.210526,0.065789,0.118421,0.013158,0.513158,'\'B1of2\''
0.375,0,0.125,0,0.25,0,0.875,'\'B1of2\''
0.166667,0,0,0,0.166667,0,0.833333,'\'B2of2\''
0.411765,0,0.176471,0.058824,0.117647,0,0.647059,'\'B1of2\''
0.391304,0.043478,0.173913,0.086957,0.130435,0,0.565217,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0.5,0,0,0,1,'\'B1of2\''
0.125,0.125,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.333333,0,0,0.111111,0.222222,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.444444,0,0.222222,0,0.222222,0,0.333333,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.2,0,0.2,0,0.4,0,0.6,'\'B2of2\''
0.592593,0.037037,0.148148,0.074074,0.074074,0.037037,0.518519,'\'B2of2\''
0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.4,0,0.2,0.2,0.4,0,0.6,'\'B1of2\''
0.447853,0.018405,0.165644,0.092025,0.07362,0.01227,0.441718,'\'B1of2\''
0.333333,0.333333,0.333333,0,0.333333,0,1,'\'B2of2\''
0.5,0.034483,0.293103,0.051724,0.034483,0.017241,0.517241,'\'B1of2\''
0.571429,0,0,0.285714,0.285714,0,0.571429,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0.5,0,0,0,0,1,'\'B1of2\''
0.375,0.125,0.125,0.125,0.125,0,0.625,'\'B2of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B1of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B1of2\''
0.5,0.0625,0.125,0.0625,0.1875,0,0.6875,'\'B1of2\''
0.5,0.5,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.54955,0.036036,0.126126,0.045045,0.108108,0.009009,0.423423,'\'B2of2\''
0.555556,0.111111,0.111111,0.111111,0.111111,0,0.666667,'\'B1of2\''
0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0.25,0,1,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.2,0,0.2,0,0.2,0,1,'\'B1of2\''
0.478261,0.043478,0.275362,0.101449,0.057971,0.014493,0.550725,'\'B2of2\''
0.517241,0.103448,0.172414,0.034483,0.068966,0,0.62069,'\'B1of2\''
0.5,0.5,0.5,0,0,0,1,'\'B2of2\''
0.333333,0,0,0,0.333333,0,1,'\'B2of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B2of2\''
0.46729,0.037383,0.11215,0.074766,0.121495,0.009346,0.457944,'\'B1of2\''
0,0,0,0.333333,0.333333,0,0.666667,'\'B1of2\''
0.25,0,0.25,0,0,0,0.75,'\'B2of2\''
0.6,0,0.2,0,0,0,1,'\'B1of2\''
0.5,0.027778,0.111111,0.111111,0.222222,0,0.583333,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0.566667,0.133333,0.166667,0.066667,0.033333,0,0.666667,'\'B2of2\''
0.444444,0,0,0.222222,0.111111,0,0.555556,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.166667,0,0.166667,0,0.166667,0,0.833333,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.363636,0.090909,0.090909,0.181818,0.181818,0,0.727273,'\'B2of2\''
0.6,0.05,0.25,0.2,0.05,0,0.45,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.444444,0,0.111111,0,0.277778,0,0.722222,'\'B2of2\''
0.571429,0.047619,0.142857,0.047619,0.142857,0.02381,0.619048,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0,0,0.125,0,0.625,'\'B1of2\''
0.5,0.166667,0.166667,0.111111,0,0.055556,0.666667,'\'B2of2\''
0.517241,0.034483,0.172414,0,0.068966,0,0.517241,'\'B2of2\''
0.7,0.2,0.1,0,0,0,0.7,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.25,0,0.25,0,0,0,0.75,'\'B2of2\''
0.555556,0.111111,0.222222,0.222222,0,0,0.333333,'\'B1of2\''
0.428571,0,0.142857,0,0.142857,0,0.857143,'\'B1of2\''
0,0,0.25,0.25,0.25,0,0.75,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.391304,0,0.217391,0,0.130435,0,0.652174,'\'B1of2\''
0.571429,0.071429,0.25,0.035714,0.071429,0,0.642857,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.333333,0,0,0,0.333333,0,0.666667,'\'B2of2\''
0.537037,0.055556,0.148148,0.037037,0.074074,0,0.537037,'\'B1of2\''
0.431818,0.136364,0.136364,0.045455,0.204545,0.022727,0.727273,'\'B2of2\''
0.387755,0.061224,0.265306,0.081633,0.061224,0.040816,0.632653,'\'B2of2\''
0.481481,0.037037,0.296296,0.111111,0,0,0.740741,'\'B1of2\''
0.433333,0.033333,0.133333,0.033333,0.233333,0,0.733333,'\'B2of2\''
0,0,0,0,0,0,0.666667,'\'B1of2\''
0.5,0.125,0.125,0,0,0,1,'\'B2of2\''
0.666667,0.111111,0.222222,0,0,0,0.777778,'\'B2of2\''
0.411765,0.058824,0.205882,0.058824,0.147059,0,0.647059,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.519231,0.057692,0.173077,0.057692,0.057692,0,0.538462,'\'B2of2\''
0.454545,0,0,0.090909,0,0,0.727273,'\'B1of2\''
0.428571,0,0,0,0.142857,0,0.714286,'\'B1of2\''
0.554054,0.027027,0.216216,0.081081,0.081081,0.013514,0.513514,'\'B1of2\''
0.333333,0,0.166667,0,0.333333,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.466667,0.066667,0.333333,0,0.2,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.4,0.1,0.25,0,0.2,0,0.8,'\'B2of2\''
0.571429,0.142857,0.428571,0.142857,0,0,0.571429,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0,0.2,0.1,0.1,0,0.5,'\'B2of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.454545,0,0.090909,0.272727,0.272727,0,0.545455,'\'B2of2\''
0.142857,0,0,0,0.142857,0,0.857143,'\'B2of2\''
0.25,0,0,0,0.5,0,0.75,'\'B1of2\''
0.545455,0.090909,0.363636,0.181818,0,0,0.545455,'\'B1of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.25,0,0,0,0,0,0.75,'\'B2of2\''
0.6,0,0.4,0.2,0,0,0.6,'\'B1of2\''
0.444444,0,0.111111,0,0,0,0.555556,'\'B2of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B2of2\''
0.272727,0.090909,0.181818,0.090909,0.272727,0,0.727273,'\'B1of2\''
0.4,0,0.1,0.2,0.1,0.1,0.6,'\'B1of2\''
0.409091,0.045455,0.136364,0.136364,0.181818,0,0.636364,'\'B1of2\''
0.3,0,0.1,0.5,0.1,0.1,0.5,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.428571,0.047619,0.119048,0.119048,0.119048,0,0.571429,'\'B2of2\''
0.333333,0,0,0,0.666667,0,0.666667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0.5,0.5,0,0,0.5,'\'B2of2\''
0.2,0,0.2,0.2,0,0,0.4,'\'B1of2\''
0.565217,0.043478,0.130435,0.173913,0.086957,0.043478,0.608696,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.25,0,0.5,0,0,0,1,'\'B2of2\''
0.555556,0.074074,0.148148,0.111111,0.111111,0,0.62963,'\'B2of2\''
0.388889,0.055556,0.222222,0.111111,0.055556,0,0.666667,'\'B1of2\''
0.458647,0.030075,0.157895,0.075188,0.112782,0.007519,0.518797,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.47619,0.047619,0.285714,0.095238,0.095238,0.095238,0.714286,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.272727,0,0.181818,0.272727,0.272727,0,0.545455,'\'B2of2\''
0.4,0,0.3,0.1,0.1,0,0.7,'\'B2of2\''
0.597015,0.044776,0.149254,0.119403,0.029851,0.014925,0.447761,'\'B2of2\''
0.5,0.5,0.25,0,0,0,1,'\'B2of2\''
0.25,0,0.125,0.125,0.125,0,0.625,'\'B2of2\''
0.5,0.035714,0.178571,0.089286,0.160714,0.017857,0.535714,'\'B1of2\''
0.52381,0.047619,0.269841,0.126984,0.079365,0,0.52381,'\'B1of2\''
0.555556,0.111111,0.111111,0.111111,0.111111,0,0.777778,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.56,0.12,0.2,0,0.16,0.04,0.6,'\'B2of2\''
0.272727,0,0.181818,0,0.181818,0,1,'\'B1of2\''
0.3,0.1,0.2,0,0.1,0,0.7,'\'B1of2\''
0,0,0,0,1,0,1,'\'B1of2\''
0.536585,0.04878,0.121951,0.121951,0.146341,0,0.560976,'\'B2of2\''
0.357143,0.071429,0.357143,0.071429,0,0,0.714286,'\'B1of2\''
0.4,0.2,0,0.2,0.4,0,0.8,'\'B1of2\''
0.4,0.2,0.6,0,0,0,0.2,'\'B1of2\''
0.666667,0.333333,0.333333,0,0.333333,0,1,'\'B2of2\''
0.4,0.2,0,0,0,0,0.8,'\'B2of2\''
0.378378,0.081081,0.135135,0.027027,0.108108,0.027027,0.702703,'\'B1of2\''
0.333333,0,0.166667,0.166667,0.333333,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.594595,0.027027,0.162162,0.054054,0.054054,0.027027,0.486486,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.5,0,0,0,0,0,1,'\'B1of2\''
0.515152,0,0.242424,0.060606,0.121212,0,0.636364,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.428571,0.142857,0.142857,0,0.142857,0,0.857143,'\'B2of2\''
0.478261,0.086957,0.217391,0.173913,0.130435,0.043478,0.695652,'\'B2of2\''
0.333333,0,0.222222,0.222222,0.111111,0,0.555556,'\'B2of2\''
0.5,0,0.25,0.25,0,0,0.75,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.4,0,0.2,0.2,0,0,0.6,'\'B1of2\''
0.555556,0.111111,0,0.111111,0.333333,0,0.777778,'\'B2of2\''
0.5,0.02381,0.190476,0.119048,0.071429,0,0.428571,'\'B1of2\''
0.428571,0,0.142857,0,0.285714,0,0.857143,'\'B2of2\''
0.5,0,0,0,0.25,0,0.75,'\'B2of2\''
0.459459,0.054054,0.162162,0.189189,0.027027,0,0.486486,'\'B2of2\''
0.588235,0.058824,0.235294,0.058824,0.029412,0.029412,0.588235,'\'B2of2\''
0.502994,0.005988,0.131737,0.041916,0.101796,0.017964,0.45509,'\'B1of2\''
0.5,0,0,0,0.25,0,0.25,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.428571,0,0.142857,0.142857,0.285714,0,0.857143,'\'B2of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B2of2\''
0.555556,0.055556,0.111111,0.055556,0.055556,0.055556,0.666667,'\'B2of2\''
0.5,0.025,0.225,0.075,0.1,0.025,0.6,'\'B1of2\''
0.458333,0,0.125,0.166667,0.125,0,0.541667,'\'B2of2\''
0.166667,0,0,0.166667,0.333333,0,0.833333,'\'B1of2\''
0.451613,0.032258,0.258065,0.096774,0,0,0.419355,'\'B1of2\''
0.636364,0.090909,0.090909,0,0,0,0.636364,'\'B2of2\''
0.4,0.033333,0.133333,0.1,0.266667,0.033333,0.766667,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.493976,0.012048,0.204819,0.084337,0.096386,0,0.518072,'\'B1of2\''
0.527273,0.054545,0.121212,0.10303,0.078788,0,0.412121,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0.333333,0.333333,0,0,0.333333,'\'B1of2\''
0.333333,0,0.333333,0.166667,0.166667,0,0.166667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.25,0.25,0,0,0.25,0,1,'\'B1of2\''
0.5,0.125,0.125,0.125,0.0625,0,0.5625,'\'B1of2\''
0.5,0,0.083333,0,0.166667,0.083333,0.75,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0.142857,0.071429,0.071429,0.071429,0,0.714286,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.551724,0.103448,0.206897,0.068966,0.137931,0,0.586207,'\'B2of2\''
0.5,0.166667,0.333333,0,0.166667,0,0.833333,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.441176,0.039216,0.176471,0.04902,0.04902,0,0.519608,'\'B2of2\''
0.25,0,0,0.125,0.125,0,0.625,'\'B2of2\''
0.4,0.2,0.2,0,0.2,0,0.6,'\'B1of2\''
0.46875,0.03125,0.21875,0.03125,0.0625,0,0.5625,'\'B1of2\''
0.285714,0.095238,0.142857,0.047619,0.047619,0,0.666667,'\'B1of2\''
0.555556,0,0.222222,0,0,0.111111,0.888889,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.666667,0,0.333333,0.166667,0.166667,0,0.833333,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5625,0.125,0.1875,0.0625,0.1875,0,0.4375,'\'B1of2\''
0.484848,0.030303,0.171717,0.080808,0.070707,0.020202,0.525253,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B1of2\''
0.5,0,0.5,0,0.5,0,0.5,'\'B1of2\''
0.540146,0.014599,0.167883,0.058394,0.058394,0.007299,0.430657,'\'B2of2\''
0.647059,0.058824,0.117647,0.058824,0.117647,0,0.588235,'\'B1of2\''
0.526316,0.026316,0.184211,0.026316,0.105263,0,0.473684,'\'B2of2\''
0.666667,0.333333,0.166667,0,0.166667,0,0.833333,'\'B2of2\''
0.363636,0.045455,0.227273,0.090909,0.272727,0.045455,0.772727,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.5,0.1,0.15,0,0,0,0.7,'\'B1of2\''
0.5625,0.0625,0.15625,0.09375,0.078125,0,0.53125,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.580645,0.096774,0.225806,0.032258,0.064516,0,0.516129,'\'B2of2\''
0.615385,0,0.153846,0.153846,0.153846,0,0.615385,'\'B2of2\''
0.666667,0.148148,0.185185,0.037037,0.074074,0,0.518519,'\'B2of2\''
0.384615,0,0.076923,0.153846,0,0,0.461538,'\'B2of2\''
0.451613,0.016129,0.129032,0.096774,0.080645,0.016129,0.580645,'\'B2of2\''
0.6,0.1,0.3,0.1,0.2,0,0.5,'\'B1of2\''
0.222222,0,0,0,0.222222,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.2,0,0.4,0.4,0,0,0.4,'\'B1of2\''
0.5,0.012195,0.231707,0.073171,0.085366,0.02439,0.439024,'\'B1of2\''
0,0,0,0,0,0,1,'\'B1of2\''
0.59375,0.09375,0.0625,0.09375,0.1875,0,0.5,'\'B1of2\''
0.541667,0,0.166667,0,0,0,0.666667,'\'B2of2\''
0,0,0,0.333333,0,0,0.333333,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.5,0.142857,0.214286,0,0.142857,0,0.714286,'\'B1of2\''
0.444444,0.111111,0.111111,0,0.111111,0,0.888889,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.446429,0.017857,0.178571,0.107143,0.107143,0,0.446429,'\'B2of2\''
0,0,0.333333,0,0.333333,0,1,'\'B1of2\''
0.333333,0,0.333333,0,0,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0.507246,0.043478,0.217391,0.057971,0.086957,0.043478,0.507246,'\'B1of2\''
0.625,0.25,0.25,0,0,0,0.75,'\'B2of2\''
0.487179,0.051282,0.25641,0.128205,0.076923,0.025641,0.461538,'\'B2of2\''
0.4,0.1,0.1,0.1,0.1,0,0.6,'\'B2of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.521739,0.086957,0.217391,0.086957,0,0,0.608696,'\'B1of2\''
0.540541,0.054054,0.135135,0.054054,0.054054,0.027027,0.621622,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.434783,0.043478,0.173913,0.173913,0.130435,0,0.695652,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0,0,0,0.5,0,0,0.5,'\'B2of2\''
0.428571,0,0.142857,0.285714,0.285714,0,0.285714,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B1of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.435897,0.025641,0.230769,0.102564,0.153846,0,0.641026,'\'B1of2\''
0.444444,0,0.111111,0,0.222222,0,0.888889,'\'B2of2\''
0.4,0.04,0.2,0.12,0.04,0,0.44,'\'B1of2\''
0.5,0.017241,0.155172,0.103448,0.103448,0.017241,0.534483,'\'B1of2\''
0.357143,0,0.214286,0.071429,0.071429,0,0.642857,'\'B2of2\''
0.516129,0.016129,0.241935,0.048387,0.064516,0.016129,0.5,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.391304,0,0.173913,0.043478,0.086957,0,0.565217,'\'B2of2\''
0.431818,0.045455,0.136364,0.068182,0.113636,0,0.545455,'\'B2of2\''
0.454545,0,0.090909,0,0,0,0.636364,'\'B1of2\''
0.532258,0.032258,0.193548,0.064516,0.096774,0.016129,0.516129,'\'B1of2\''
0.285714,0,0.285714,0.142857,0,0,0.714286,'\'B1of2\''
0.571429,0.142857,0.285714,0,0.071429,0,0.785714,'\'B2of2\''
0.555556,0.111111,0.222222,0.111111,0.111111,0,0.777778,'\'B1of2\''
0.333333,0.111111,0.222222,0,0,0,0.555556,'\'B2of2\''
0.4,0.04,0.12,0.12,0.12,0,0.64,'\'B1of2\''
0.4375,0,0.125,0.125,0.125,0,0.625,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.25,0,0.25,0.125,0.125,0,0.875,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B1of2\''
0.475083,0.026578,0.129568,0.043189,0.083056,0.003322,0.385382,'\'B1of2\''
0.5,0,0.25,0.25,0.25,0,0.25,'\'B2of2\''
0.3,0,0,0.1,0.3,0,0.7,'\'B2of2\''
0.5,0.090909,0.227273,0.090909,0.045455,0,0.477273,'\'B2of2\''
0,0,0,0.5,0,0,0.5,'\'B2of2\''
0.5625,0.03125,0.1875,0.03125,0.0625,0,0.5625,'\'B1of2\''
0.4,0,0,0.2,0,0,0.6,'\'B2of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B1of2\''
0.25,0,0.5,0,0,0,1,'\'B2of2\''
0,0,0,0,0.333333,0,1,'\'B2of2\''
0.6,0,0.2,0,0,0,0.6,'\'B2of2\''
0.480519,0.012987,0.207792,0.077922,0.116883,0.025974,0.545455,'\'B1of2\''
0.333333,0,0,0,0,0,0.666667,'\'B2of2\''
0.2,0.2,0.2,0,0.4,0,0.8,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.666667,0.111111,0.333333,0,0.111111,0,0.777778,'\'B2of2\''
0.285714,0,0,0,0.285714,0,0.714286,'\'B1of2\''
0.4,0,0.2,0.2,0.2,0,0.8,'\'B2of2\''
0.433333,0.066667,0.15,0.15,0.15,0,0.55,'\'B1of2\''
0,0,0,0.25,0.25,0,0.75,'\'B2of2\''
0.526667,0.026667,0.12,0.08,0.1,0.006667,0.386667,'\'B1of2\''
0.4,0.1,0.1,0,0,0,0.9,'\'B1of2\''
0.55,0.1,0.2,0,0,0.05,0.55,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.416667,0,0.166667,0.083333,0.25,0,0.666667,'\'B2of2\''
0,0,0.333333,0.333333,0.333333,0,0.666667,'\'B1of2\''
0.375,0.125,0.375,0.125,0,0,0.625,'\'B1of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.529412,0.058824,0.176471,0,0.117647,0,0.764706,'\'B1of2\''
0.25,0,0.125,0,0,0,0.625,'\'B2of2\''
0.520833,0.041667,0.208333,0.083333,0.104167,0.041667,0.520833,'\'B2of2\''
0.466667,0.066667,0.2,0.066667,0.133333,0,0.6,'\'B2of2\''
0.466667,0.066667,0.133333,0.066667,0.1,0,0.6,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B2of2\''
0.375,0,0.375,0,0.125,0,0.5,'\'B2of2\''
0.5,0.5,0.5,0,0,0,1,'\'B2of2\''
0.428571,0,0.142857,0.142857,0.142857,0,0.428571,'\'B2of2\''
0.333333,0,0,0,0.666667,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.470588,0.058824,0.294118,0.058824,0.117647,0,0.764706,'\'B1of2\''
0.411765,0.035294,0.152941,0.058824,0.117647,0.023529,0.611765,'\'B1of2\''
0,0,0,0.25,0.5,0,0.75,'\'B2of2\''
0.538462,0.043956,0.164835,0.054945,0.054945,0.010989,0.417582,'\'B2of2\''
0.489362,0.06383,0.212766,0.06383,0.06383,0,0.574468,'\'B1of2\''
0.504587,0.027523,0.165138,0.073394,0.06422,0.027523,0.394495,'\'B1of2\''
0.333333,0,0,0,0.333333,0,0.833333,'\'B2of2\''
0.514286,0.114286,0.057143,0.028571,0.085714,0,0.628571,'\'B1of2\''
0.467742,0.021505,0.139785,0.05914,0.086022,0,0.397849,'\'B1of2\''
0.5,0.25,0.25,0,0.125,0,0.625,'\'B2of2\''
0.6,0,0.2,0,0.1,0.1,0.8,'\'B2of2\''
0.111111,0,0.111111,0,0.222222,0,0.888889,'\'B1of2\''
0.578947,0.052632,0.157895,0.052632,0.052632,0.052632,0.578947,'\'B2of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.333333,0.333333,0.333333,0,0,0,1,'\'B2of2\''
0.714286,0.107143,0.214286,0.071429,0.107143,0,0.464286,'\'B1of2\''
0.333333,0,0.333333,0.333333,0,0,0.666667,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.375,0,0.125,0.125,0.375,0,0.375,'\'B2of2\''
0.5,0.5,0.5,0,0,0,0.5,'\'B2of2\''
0.588235,0.147059,0.147059,0.029412,0.029412,0.029412,0.676471,'\'B2of2\''
0.444444,0.074074,0.185185,0.074074,0.111111,0,0.62963,'\'B1of2\''
0.5,0.012821,0.205128,0.076923,0.038462,0.038462,0.410256,'\'B1of2\''
0.529412,0.058824,0.058824,0.058824,0.117647,0,0.705882,'\'B1of2\''
0.411765,0.058824,0.176471,0,0.117647,0,0.823529,'\'B2of2\''
0.428571,0,0,0,0.142857,0,0.714286,'\'B2of2\''
0.409091,0.045455,0.181818,0.25,0.136364,0,0.409091,'\'B1of2\''
0.509804,0.078431,0.137255,0.078431,0.137255,0,0.607843,'\'B1of2\''
0.36,0,0.16,0.16,0.12,0,0.64,'\'B1of2\''
0.511111,0.088889,0.177778,0.066667,0.177778,0.022222,0.755556,'\'B2of2\''
0,0,0,0.5,0,0,0.5,'\'B2of2\''
0.375,0,0.125,0.125,0.125,0,0.625,'\'B1of2\''
0.517241,0.034483,0.241379,0.068966,0.172414,0,0.655172,'\'B1of2\''
0.519126,0.010929,0.098361,0.043716,0.125683,0.005464,0.371585,'\'B1of2\''
0.375,0,0.125,0.125,0.375,0,0.75,'\'B2of2\''
0.210526,0.052632,0.210526,0.052632,0.105263,0,0.736842,'\'B1of2\''
0,0,0.5,0,0,0,1,'\'B1of2\''
0.571429,0.142857,0.285714,0.142857,0.142857,0,0.571429,'\'B2of2\''
0.1,0,0.1,0.1,0.4,0,0.8,'\'B2of2\''
0.428571,0,0.285714,0,0,0,0.142857,'\'B1of2\''
0.25,0.25,0,0,0.25,0,1,'\'B1of2\''
0.6,0.2,0.2,0,0,0.2,0.6,'\'B2of2\''
0,0,0,0,0,0,1,'\'B2of2\''
0.512397,0.041322,0.165289,0.066116,0.057851,0.016529,0.504132,'\'B1of2\''
0,0,0,0,1,0,1,'\'B2of2\''
0.521277,0.021277,0.180851,0.074468,0.106383,0.010638,0.531915,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.4375,0.125,0.1875,0,0.0625,0,0.8125,'\'B2of2\''
0.388889,0,0.111111,0.055556,0.166667,0,0.722222,'\'B2of2\''
0.12,0,0.12,0.04,0.24,0,0.8,'\'B2of2\''
0.4,0.1,0.2,0.2,0.2,0,0.6,'\'B1of2\''
0.666667,0,0,0.333333,0.333333,0,0.333333,'\'B2of2\''
0,0,0,0,0,0,0.5,'\'B2of2\''
0.352941,0,0.117647,0.058824,0.205882,0,0.617647,'\'B2of2\''
0.352941,0,0.235294,0,0.117647,0,0.823529,'\'B2of2\''
0.4,0,0,0,0.2,0,0.8,'\'B2of2\''
0.333333,0,0,0.166667,0.166667,0,0.666667,'\'B2of2\''
0.4,0,0,0.2,0.2,0,0.6,'\'B1of2\''
0.142857,0,0.142857,0.142857,0.285714,0,0.714286,'\'B1of2\''
0,0,0,0,0.5,0,1,'\'B1of2\''
0.5,0,0,0.5,0.5,0,0.5,'\'B1of2\''
0.7,0.2,0.2,0,0.1,0,0.7,'\'B2of2\''
