@relation 'smart_review_data-weka.filters.unsupervised.attribute.Reorder-R1-3,5-last,4-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-Rlast-unset-class-temporarily'

@attribute id numeric
@attribute product_name {'rubber chicken purse','set of ten finger ha','crosley cr8005a-tu c','jbl clip 2 waterproo','ninja professional b','oster cordless elect','iron gym total upper','everydrop by whirlpo','uvex skyper blue lig','rolodex deep desk dr','dymo labelmanager 28','the crystal bible','cuisinart mcp193-18n','viviscal extra stren','the official bs butt'}
@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute rating {'\'(-inf-1.8]\'','\'(1.8-2.6]\'','\'(2.6-3.4]\'','\'(3.4-4.2]\'','\'(4.2-inf)\''}

@data
886,'set of ten finger ha',review,13,0.461538,0.538462,0,0.153846,0,0.307692,0.153846,0.076923,0,0.538462,'\'(4.2-inf)\''
886,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
887,'set of ten finger ha',review,9,0.444444,0.555556,0,0.222222,0,0.333333,0,0.222222,0,1,'\'(4.2-inf)\''
887,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
888,'set of ten finger ha',review,73,0.520548,0.479452,0,0.041096,0.027397,0.178082,0.068493,0.082192,0.027397,0.342466,'\'(1.8-2.6]\''
888,'set of ten finger ha',title,9,0.555556,0.444444,0,0.333333,0,0,0.111111,0.111111,0,0.555556,'\'(1.8-2.6]\''
889,'set of ten finger ha',review,44,0.545455,0.454545,0,0.159091,0,0.159091,0.090909,0.090909,0.022727,0.545455,'\'(2.6-3.4]\''
889,'set of ten finger ha',title,11,0.363636,0.636364,0,0.181818,0,0.181818,0.090909,0.090909,0,0.727273,'\'(2.6-3.4]\''
890,'set of ten finger ha',review,6,0.5,0.5,0,0,0.333333,0.166667,0,0.166667,0,0.666667,'\'(4.2-inf)\''
890,'set of ten finger ha',title,5,0.4,0.6,0,0,0.4,0.2,0,0.2,0,0.8,'\'(4.2-inf)\''
891,'set of ten finger ha',review,22,0.545455,0.454545,0,0.136364,0.090909,0.181818,0.045455,0.045455,0.045455,0.545455,'\'(4.2-inf)\''
891,'set of ten finger ha',title,13,0.461538,0.538462,0,0.076923,0,0.230769,0.076923,0.076923,0,0.538462,'\'(4.2-inf)\''
892,'set of ten finger ha',review,11,0.454545,0.545455,0,0.272727,0.090909,0.090909,0,0,0,0.636364,'\'(4.2-inf)\''
892,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
893,'set of ten finger ha',review,15,0.466667,0.533333,0.066667,0.2,0.133333,0.133333,0.133333,0.133333,0.066667,0.8,'\'(4.2-inf)\''
893,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
894,'set of ten finger ha',review,7,0.714286,0.285714,0,0.285714,0,0.142857,0,0,0,0.714286,'\'(4.2-inf)\''
894,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
895,'set of ten finger ha',review,53,0.528302,0.471698,0,0.132075,0.056604,0.188679,0.09434,0.09434,0.037736,0.490566,'\'(4.2-inf)\''
895,'set of ten finger ha',title,3,0.333333,0.666667,0,0.333333,0,0,0,0,0,0.666667,'\'(4.2-inf)\''
896,'set of ten finger ha',review,28,0.428571,0.571429,0,0.214286,0.071429,0.178571,0,0.107143,0,0.642857,'\'(4.2-inf)\''
896,'set of ten finger ha',title,3,0,1,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(4.2-inf)\''
897,'set of ten finger ha',review,13,0.461538,0.538462,0,0.230769,0,0.153846,0.153846,0.076923,0.076923,0.615385,'\'(4.2-inf)\''
897,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
898,'set of ten finger ha',review,27,0.592593,0.407407,0,0.037037,0.074074,0.222222,0,0.074074,0,0.333333,'\'(4.2-inf)\''
898,'set of ten finger ha',title,11,0.454545,0.545455,0,0.181818,0,0.090909,0,0.272727,0,0.636364,'\'(4.2-inf)\''
899,'set of ten finger ha',review,36,0.472222,0.527778,0,0.138889,0.055556,0.222222,0.111111,0.111111,0,0.611111,'\'(4.2-inf)\''
899,'set of ten finger ha',title,5,0.2,0.8,0,0,0,0.4,0,0.2,0,0.6,'\'(4.2-inf)\''
900,'set of ten finger ha',review,23,0.521739,0.478261,0,0.304348,0.043478,0.130435,0,0.086957,0,0.608696,'\'(4.2-inf)\''
900,'set of ten finger ha',title,14,0.428571,0.571429,0,0.071429,0.071429,0.357143,0.142857,0,0.071429,0.5,'\'(4.2-inf)\''
901,'set of ten finger ha',review,17,0.529412,0.470588,0,0.058824,0.058824,0.176471,0.176471,0.058824,0.117647,0.529412,'\'(4.2-inf)\''
901,'set of ten finger ha',title,4,0.25,0.75,0,0.5,0,0,0,0.25,0,1,'\'(4.2-inf)\''
902,'set of ten finger ha',review,67,0.492537,0.507463,0,0.149254,0.044776,0.238806,0.029851,0.104478,0,0.507463,'\'(4.2-inf)\''
902,'set of ten finger ha',title,2,0.5,0.5,0,0.5,0,0,0,0,0,1,'\'(4.2-inf)\''
903,'set of ten finger ha',review,21,0.47619,0.52381,0,0.190476,0.095238,0.285714,0.095238,0,0,0.571429,'\'(2.6-3.4]\''
903,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(2.6-3.4]\''
904,'set of ten finger ha',review,42,0.52381,0.47619,0,0.166667,0.095238,0.214286,0.095238,0.02381,0.02381,0.547619,'\'(4.2-inf)\''
904,'set of ten finger ha',title,4,0.5,0.5,0,0.25,0.25,0,0.25,0,0.25,0.75,'\'(4.2-inf)\''
905,'set of ten finger ha',review,16,0.4375,0.5625,0,0.0625,0,0.125,0.125,0.125,0,0.3125,'\'(-inf-1.8]\''
905,'set of ten finger ha',title,5,0,1,0,0.2,0,0.2,0,0,0,0.4,'\'(-inf-1.8]\''
906,'set of ten finger ha',review,15,0.266667,0.733333,0,0.2,0.066667,0.133333,0.133333,0.066667,0,0.466667,'\'(4.2-inf)\''
906,'set of ten finger ha',title,7,0.428571,0.571429,0,0.285714,0,0.142857,0.285714,0.142857,0,0.714286,'\'(4.2-inf)\''
907,'set of ten finger ha',review,9,0.444444,0.555556,0,0.222222,0,0.222222,0,0,0,0.555556,'\'(3.4-4.2]\''
907,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(3.4-4.2]\''
908,'set of ten finger ha',review,13,0.615385,0.384615,0,0.076923,0.153846,0.307692,0.076923,0.076923,0,0.538462,'\'(4.2-inf)\''
908,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
909,'set of ten finger ha',review,5,0.6,0.4,0,0.2,0,0.2,0,0,0,0.6,'\'(4.2-inf)\''
909,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
910,'set of ten finger ha',review,54,0.555556,0.444444,0,0.12963,0.055556,0.185185,0.092593,0.074074,0,0.481481,'\'(4.2-inf)\''
910,'set of ten finger ha',title,10,0.5,0.5,0,0.1,0.1,0.2,0.1,0.2,0,0.6,'\'(4.2-inf)\''
911,'set of ten finger ha',review,16,0.25,0.75,0,0.375,0.0625,0.0625,0,0.125,0,0.6875,'\'(2.6-3.4]\''
911,'set of ten finger ha',title,4,0.5,0.5,0,0.5,0,0,0,0.25,0,0.75,'\'(2.6-3.4]\''
912,'set of ten finger ha',review,1,0,1,0,0,0,1,0,0,0,1,'\'(4.2-inf)\''
912,'set of ten finger ha',title,1,0,1,0,0,0,1,0,0,0,1,'\'(4.2-inf)\''
913,'set of ten finger ha',review,21,0.428571,0.571429,0,0.190476,0.095238,0.142857,0.095238,0.095238,0,0.52381,'\'(4.2-inf)\''
913,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
914,'set of ten finger ha',review,60,0.533333,0.466667,0,0.116667,0.05,0.166667,0.066667,0.066667,0.033333,0.433333,'\'(4.2-inf)\''
914,'set of ten finger ha',title,10,0.4,0.6,0,0.3,0.1,0.2,0.2,0,0.1,0.7,'\'(4.2-inf)\''
915,'set of ten finger ha',review,31,0.419355,0.580645,0,0.129032,0.032258,0.193548,0.129032,0.096774,0.032258,0.483871,'\'(1.8-2.6]\''
915,'set of ten finger ha',title,5,0.6,0.4,0,0,0,0,0.2,0.4,0,0.6,'\'(1.8-2.6]\''
916,'set of ten finger ha',review,7,0.285714,0.714286,0,0.142857,0,0.142857,0.142857,0.142857,0,0.285714,'\'(4.2-inf)\''
916,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
917,'set of ten finger ha',review,40,0.5,0.5,0,0.175,0.05,0.1,0.075,0.125,0,0.525,'\'(4.2-inf)\''
917,'set of ten finger ha',title,4,0.75,0.25,0,0,0.5,0.25,0,0,0,0.75,'\'(4.2-inf)\''
918,'set of ten finger ha',review,5,0.4,0.6,0,0.2,0.2,0.2,0,0,0,0.8,'\'(4.2-inf)\''
918,'set of ten finger ha',title,4,0.25,0.75,0,0.25,0,0,0,0.25,0,0.5,'\'(4.2-inf)\''
919,'set of ten finger ha',review,25,0.48,0.52,0,0.08,0,0.12,0,0.12,0,0.36,'\'(4.2-inf)\''
919,'set of ten finger ha',title,11,0.454545,0.545455,0,0.090909,0,0.181818,0,0.090909,0,0.636364,'\'(4.2-inf)\''
920,'set of ten finger ha',review,38,0.578947,0.421053,0,0.157895,0.131579,0.210526,0.078947,0.052632,0,0.657895,'\'(4.2-inf)\''
920,'set of ten finger ha',title,15,0.6,0.4,0,0.133333,0.133333,0.2,0,0.133333,0,0.733333,'\'(4.2-inf)\''
921,'set of ten finger ha',review,31,0.451613,0.548387,0,0.290323,0.032258,0.129032,0.032258,0.096774,0,0.645161,'\'(4.2-inf)\''
921,'set of ten finger ha',title,11,0.545455,0.454545,0,0.181818,0.090909,0.090909,0.090909,0.090909,0,0.636364,'\'(4.2-inf)\''
922,'set of ten finger ha',review,11,0.272727,0.727273,0,0.090909,0,0.181818,0.181818,0.181818,0,0.454545,'\'(2.6-3.4]\''
922,'set of ten finger ha',title,4,0.25,0.75,0,0,0,0.25,0.75,0,0,0.25,'\'(2.6-3.4]\''
923,'set of ten finger ha',review,17,0.352941,0.647059,0,0.235294,0.117647,0.176471,0.058824,0.117647,0,0.647059,'\'(4.2-inf)\''
923,'set of ten finger ha',title,1,0,1,0,0,0,1,0,0,0,1,'\'(4.2-inf)\''
924,'set of ten finger ha',review,44,0.5,0.5,0,0.25,0.068182,0.090909,0.068182,0.045455,0,0.568182,'\'(3.4-4.2]\''
924,'set of ten finger ha',title,17,0.470588,0.529412,0,0.352941,0.058824,0.058824,0,0.058824,0,0.764706,'\'(3.4-4.2]\''
925,'set of ten finger ha',review,27,0.296296,0.703704,0,0.185185,0.074074,0.111111,0.074074,0.111111,0,0.555556,'\'(4.2-inf)\''
925,'set of ten finger ha',title,5,0.4,0.6,0,0.4,0,0,0,0,0,0.6,'\'(4.2-inf)\''
926,'set of ten finger ha',review,14,0.428571,0.571429,0,0.357143,0,0.142857,0.071429,0.071429,0,0.571429,'\'(4.2-inf)\''
926,'set of ten finger ha',title,5,0.4,0.6,0,0.4,0,0.2,0.2,0,0,0.6,'\'(4.2-inf)\''
927,'set of ten finger ha',review,19,0.684211,0.315789,0,0.105263,0.105263,0.157895,0.105263,0.052632,0,0.473684,'\'(4.2-inf)\''
927,'set of ten finger ha',title,11,0.727273,0.272727,0,0,0.181818,0.181818,0.181818,0,0,0.363636,'\'(4.2-inf)\''
928,'set of ten finger ha',review,8,0.125,0.875,0,0.375,0,0,0,0.25,0,0.75,'\'(4.2-inf)\''
928,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
929,'set of ten finger ha',review,83,0.518072,0.481928,0,0.120482,0.060241,0.156627,0.036145,0.144578,0.012048,0.542169,'\'(4.2-inf)\''
929,'set of ten finger ha',title,11,0.545455,0.454545,0,0.181818,0.090909,0.090909,0.090909,0.090909,0.090909,0.727273,'\'(4.2-inf)\''
930,'set of ten finger ha',review,98,0.5,0.5,0,0.163265,0.030612,0.112245,0.040816,0.091837,0.030612,0.469388,'\'(4.2-inf)\''
930,'set of ten finger ha',title,5,0.6,0.4,0,0.4,0,0.2,0,0,0,1,'\'(4.2-inf)\''
931,'set of ten finger ha',review,24,0.375,0.625,0,0.166667,0.166667,0.125,0.041667,0.208333,0,0.625,'\'(4.2-inf)\''
931,'set of ten finger ha',title,12,0.333333,0.666667,0,0.083333,0.166667,0.25,0.083333,0.166667,0,0.666667,'\'(4.2-inf)\''
932,'set of ten finger ha',review,11,0.454545,0.545455,0,0.272727,0,0.090909,0,0.181818,0,0.636364,'\'(4.2-inf)\''
932,'set of ten finger ha',title,4,0.5,0.5,0,0.25,0,0,0,0.25,0,0.75,'\'(4.2-inf)\''
933,'set of ten finger ha',review,16,0.5,0.5,0,0.1875,0,0.125,0.0625,0.125,0,0.5625,'\'(2.6-3.4]\''
933,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(2.6-3.4]\''
934,'set of ten finger ha',review,151,0.529801,0.470199,0,0.13245,0.033113,0.13245,0.05298,0.066225,0.006623,0.397351,'\'(2.6-3.4]\''
934,'set of ten finger ha',title,17,0.647059,0.352941,0,0.176471,0.058824,0.176471,0.058824,0.058824,0,0.647059,'\'(2.6-3.4]\''
935,'set of ten finger ha',review,25,0.4,0.6,0,0.12,0.04,0.32,0,0.04,0.04,0.48,'\'(4.2-inf)\''
935,'set of ten finger ha',title,4,0.25,0.75,0,0.5,0,0.25,0.25,0,0,0.75,'\'(4.2-inf)\''
936,'set of ten finger ha',review,8,0.375,0.625,0,0.25,0,0.125,0,0.125,0,0.75,'\'(4.2-inf)\''
936,'set of ten finger ha',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
937,'set of ten finger ha',review,115,0.530435,0.469565,0,0.121739,0.052174,0.113043,0.078261,0.06087,0.026087,0.408696,'\'(2.6-3.4]\''
937,'set of ten finger ha',title,6,0.5,0.5,0,0.333333,0,0,0,0,0,0.5,'\'(2.6-3.4]\''
938,'set of ten finger ha',review,41,0.536585,0.463415,0,0.195122,0.073171,0.170732,0,0.097561,0.02439,0.512195,'\'(4.2-inf)\''
938,'set of ten finger ha',title,6,0.5,0.5,0,0.333333,0,0,0,0.166667,0,0.833333,'\'(4.2-inf)\''
939,'set of ten finger ha',review,25,0.64,0.36,0,0.12,0.08,0.24,0,0.12,0.04,0.56,'\'(4.2-inf)\''
939,'set of ten finger ha',title,13,0.538462,0.461538,0,0.076923,0.153846,0.384615,0,0.076923,0,0.615385,'\'(4.2-inf)\''
940,'crosley cr8005a-tu c',review,22,0.545455,0.454545,0,0.272727,0,0.090909,0,0.090909,0,0.590909,'\'(2.6-3.4]\''
940,'crosley cr8005a-tu c',title,5,0.6,0.4,0,0.2,0,0,0,0.2,0,0.6,'\'(2.6-3.4]\''
941,'crosley cr8005a-tu c',review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
941,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
942,'crosley cr8005a-tu c',review,25,0.52,0.48,0,0.12,0.04,0.08,0.16,0.16,0.04,0.52,'\'(-inf-1.8]\''
942,'crosley cr8005a-tu c',title,14,0.571429,0.428571,0,0.214286,0.071429,0.142857,0.142857,0.071429,0.071429,0.714286,'\'(-inf-1.8]\''
943,'crosley cr8005a-tu c',review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(-inf-1.8]\''
943,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
944,'crosley cr8005a-tu c',review,129,0.51938,0.48062,0,0.217054,0.023256,0.093023,0.031008,0.085271,0.007752,0.418605,'\'(-inf-1.8]\''
944,'crosley cr8005a-tu c',title,6,0.5,0.5,0,0.666667,0,0.166667,0,0,0,0.833333,'\'(-inf-1.8]\''
945,'crosley cr8005a-tu c',review,13,0.384615,0.615385,0,0.230769,0.153846,0.076923,0,0.153846,0,0.692308,'\'(4.2-inf)\''
945,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
946,'crosley cr8005a-tu c',review,13,0.538462,0.461538,0,0.384615,0,0.153846,0.076923,0.076923,0,0.692308,'\'(-inf-1.8]\''
946,'crosley cr8005a-tu c',title,1,0,1,0,0,0,0,0,1,0,1,'\'(-inf-1.8]\''
947,'crosley cr8005a-tu c',review,9,0.555556,0.444444,0,0.333333,0,0,0.111111,0.111111,0,0.555556,'\'(-inf-1.8]\''
947,'crosley cr8005a-tu c',title,1,0,1,0,1,0,0,0,0,0,1,'\'(-inf-1.8]\''
948,'crosley cr8005a-tu c',review,29,0.551724,0.448276,0,0.103448,0.068966,0.206897,0,0.103448,0.034483,0.586207,'\'(1.8-2.6]\''
948,'crosley cr8005a-tu c',title,20,0.5,0.5,0,0.15,0.1,0.25,0,0.1,0.05,0.8,'\'(1.8-2.6]\''
949,'crosley cr8005a-tu c',review,4,0.75,0.25,0,0.25,0,0.25,0,0,0,1,'\'(4.2-inf)\''
949,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
950,'crosley cr8005a-tu c',review,41,0.560976,0.439024,0,0.243902,0.073171,0.121951,0,0.04878,0,0.585366,'\'(-inf-1.8]\''
950,'crosley cr8005a-tu c',title,11,0.545455,0.454545,0,0.181818,0,0.090909,0,0,0,0.545455,'\'(-inf-1.8]\''
951,'crosley cr8005a-tu c',review,7,0.285714,0.714286,0,0.142857,0,0.142857,0,0.428571,0,0.714286,'\'(3.4-4.2]\''
951,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(3.4-4.2]\''
952,'crosley cr8005a-tu c',review,24,0.458333,0.541667,0,0.166667,0.083333,0.208333,0.208333,0.083333,0,0.625,'\'(-inf-1.8]\''
952,'crosley cr8005a-tu c',title,16,0.1875,0.8125,0,0.125,0.0625,0.125,0.0625,0,0,0.25,'\'(-inf-1.8]\''
953,'crosley cr8005a-tu c',review,41,0.487805,0.512195,0,0.170732,0.04878,0.195122,0.02439,0.097561,0.02439,0.609756,'\'(-inf-1.8]\''
953,'crosley cr8005a-tu c',title,11,0.545455,0.454545,0,0.090909,0.090909,0.272727,0,0.090909,0,0.818182,'\'(-inf-1.8]\''
955,'crosley cr8005a-tu c',review,31,0.612903,0.387097,0,0.129032,0.032258,0.096774,0.032258,0.193548,0,0.548387,'\'(4.2-inf)\''
955,'crosley cr8005a-tu c',title,4,0.75,0.25,0,0,0,0.25,0,0.25,0,0.75,'\'(4.2-inf)\''
956,'crosley cr8005a-tu c',review,61,0.557377,0.442623,0,0.163934,0.065574,0.131148,0.065574,0.098361,0,0.508197,'\'(4.2-inf)\''
956,'crosley cr8005a-tu c',title,14,0.428571,0.571429,0,0.142857,0.071429,0.142857,0,0.214286,0,0.571429,'\'(4.2-inf)\''
957,'crosley cr8005a-tu c',review,32,0.53125,0.46875,0,0.21875,0.09375,0.1875,0.03125,0.09375,0,0.59375,'\'(4.2-inf)\''
957,'crosley cr8005a-tu c',title,4,0.5,0.5,0,0,0.5,0.25,0,0,0,0.75,'\'(4.2-inf)\''
958,'crosley cr8005a-tu c',review,5,0.4,0.6,0,0.6,0.2,0,0,0,0,0.8,'\'(4.2-inf)\''
958,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
959,'crosley cr8005a-tu c',review,47,0.680851,0.319149,0,0.085106,0.042553,0.191489,0.12766,0,0.021277,0.319149,'\'(3.4-4.2]\''
959,'crosley cr8005a-tu c',title,5,0,1,0,0.4,0,0,0.4,0,0,0.4,'\'(3.4-4.2]\''
960,'crosley cr8005a-tu c',review,80,0.55,0.45,0,0.1125,0.05,0.175,0.075,0.05,0.0125,0.4375,'\'(4.2-inf)\''
960,'crosley cr8005a-tu c',title,3,0,1,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(4.2-inf)\''
961,'crosley cr8005a-tu c',review,24,0.375,0.625,0,0.291667,0.041667,0.208333,0.041667,0.125,0,0.666667,'\'(-inf-1.8]\''
961,'crosley cr8005a-tu c',title,7,0.142857,0.857143,0,0.571429,0,0.142857,0,0,0,0.714286,'\'(-inf-1.8]\''
962,'crosley cr8005a-tu c',review,19,0.473684,0.526316,0,0.210526,0.052632,0.105263,0.052632,0.263158,0,0.631579,'\'(4.2-inf)\''
962,'crosley cr8005a-tu c',title,1,0,1,0,0,0,0,0,1,0,1,'\'(4.2-inf)\''
963,'crosley cr8005a-tu c',review,82,0.52439,0.47561,0,0.182927,0.036585,0.134146,0.04878,0.097561,0,0.463415,'\'(3.4-4.2]\''
963,'crosley cr8005a-tu c',title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'(3.4-4.2]\''
964,'crosley cr8005a-tu c',review,52,0.653846,0.346154,0,0.115385,0.019231,0.173077,0.115385,0.096154,0.019231,0.461538,'\'(4.2-inf)\''
964,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
965,'crosley cr8005a-tu c',review,110,0.490909,0.509091,0,0.163636,0.054545,0.172727,0.045455,0.054545,0,0.481818,'\'(-inf-1.8]\''
965,'crosley cr8005a-tu c',title,11,0.454545,0.545455,0,0.272727,0,0.090909,0,0.181818,0,0.727273,'\'(-inf-1.8]\''
966,'crosley cr8005a-tu c',review,40,0.675,0.325,0,0.125,0.075,0.15,0.1,0.1,0,0.425,'\'(4.2-inf)\''
966,'crosley cr8005a-tu c',title,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0,0,0.333333,'\'(4.2-inf)\''
967,'crosley cr8005a-tu c',review,5,0.2,0.8,0,0.6,0,0.2,0,0,0,0.6,'\'(2.6-3.4]\''
967,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(2.6-3.4]\''
968,'crosley cr8005a-tu c',review,46,0.521739,0.478261,0,0.130435,0.043478,0.23913,0.043478,0.021739,0.021739,0.369565,'\'(-inf-1.8]\''
968,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'(-inf-1.8]\''
969,'crosley cr8005a-tu c',review,30,0.566667,0.433333,0,0.2,0.033333,0.133333,0.066667,0.066667,0,0.466667,'\'(-inf-1.8]\''
969,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
970,'crosley cr8005a-tu c',review,5,0.4,0.6,0,0.2,0.2,0.2,0,0.2,0,0.8,'\'(4.2-inf)\''
970,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
971,'crosley cr8005a-tu c',review,151,0.536424,0.463576,0,0.152318,0.02649,0.125828,0.092715,0.072848,0.013245,0.403974,'\'(-inf-1.8]\''
971,'crosley cr8005a-tu c',title,3,0,1,0,0.333333,0,0.333333,0.333333,0,0,0.333333,'\'(-inf-1.8]\''
972,'crosley cr8005a-tu c',review,10,0.3,0.7,0,0.3,0.1,0.2,0.1,0.1,0,0.8,'\'(4.2-inf)\''
972,'crosley cr8005a-tu c',title,1,0,1,0,1,0,0,0,0,0,1,'\'(4.2-inf)\''
973,'crosley cr8005a-tu c',review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
973,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
974,'crosley cr8005a-tu c',review,44,0.590909,0.409091,0,0.227273,0.068182,0.159091,0.090909,0.068182,0,0.590909,'\'(1.8-2.6]\''
974,'crosley cr8005a-tu c',title,3,0,1,0,0.333333,0,0,0,0.666667,0,1,'\'(1.8-2.6]\''
975,'crosley cr8005a-tu c',review,23,0.347826,0.652174,0,0.173913,0.043478,0.173913,0.130435,0.130435,0,0.565217,'\'(4.2-inf)\''
975,'crosley cr8005a-tu c',title,10,0.5,0.5,0,0.2,0.1,0.1,0,0,0,0.4,'\'(4.2-inf)\''
976,'crosley cr8005a-tu c',review,130,0.507692,0.492308,0,0.153846,0.023077,0.146154,0.046154,0.092308,0.007692,0.423077,'\'(-inf-1.8]\''
976,'crosley cr8005a-tu c',title,10,0.5,0.5,0,0.2,0.1,0.4,0.1,0,0,0.3,'\'(-inf-1.8]\''
977,'crosley cr8005a-tu c',review,142,0.492958,0.507042,0.007042,0.15493,0.028169,0.105634,0.084507,0.098592,0.014085,0.43662,'\'(-inf-1.8]\''
977,'crosley cr8005a-tu c',title,18,0.611111,0.388889,0,0.277778,0.055556,0.111111,0,0,0,0.611111,'\'(-inf-1.8]\''
978,'crosley cr8005a-tu c',review,61,0.540984,0.459016,0,0.229508,0.065574,0.163934,0.065574,0.032787,0.016393,0.557377,'\'(3.4-4.2]\''
978,'crosley cr8005a-tu c',title,13,0.461538,0.538462,0,0.461538,0.076923,0.076923,0.153846,0,0.076923,0.769231,'\'(3.4-4.2]\''
979,'crosley cr8005a-tu c',review,526,0.501901,0.498099,0,0.125475,0.011407,0.098859,0.041825,0.079848,0.003802,0.321293,'\'(-inf-1.8]\''
979,'crosley cr8005a-tu c',title,8,0.125,0.875,0,0.375,0.125,0.125,0.125,0,0,0.5,'\'(-inf-1.8]\''
980,'crosley cr8005a-tu c',review,22,0.590909,0.409091,0,0.136364,0.045455,0.136364,0.045455,0.181818,0,0.545455,'\'(4.2-inf)\''
980,'crosley cr8005a-tu c',title,5,0.6,0.4,0,0.2,0.2,0.2,0,0.2,0,0.8,'\'(4.2-inf)\''
981,'crosley cr8005a-tu c',review,16,0.5,0.5,0,0.0625,0.0625,0.25,0.125,0.0625,0,0.375,'\'(-inf-1.8]\''
981,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(-inf-1.8]\''
982,'crosley cr8005a-tu c',review,16,0.4375,0.5625,0,0.125,0.0625,0.1875,0.125,0.0625,0,0.5625,'\'(1.8-2.6]\''
982,'crosley cr8005a-tu c',title,1,0,1,0,0,0,0,0,1,0,1,'\'(1.8-2.6]\''
983,'crosley cr8005a-tu c',review,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'(3.4-4.2]\''
983,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(3.4-4.2]\''
984,'crosley cr8005a-tu c',review,3,0.666667,0.333333,0,0.333333,0.333333,0,0,0,0,1,'\'(4.2-inf)\''
984,'crosley cr8005a-tu c',title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'(4.2-inf)\''
985,'crosley cr8005a-tu c',review,12,0.25,0.75,0,0.25,0,0.25,0.083333,0.166667,0,0.583333,'\'(-inf-1.8]\''
985,'crosley cr8005a-tu c',title,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.666667,'\'(-inf-1.8]\''
986,'crosley cr8005a-tu c',review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'(4.2-inf)\''
