@relation 'smart_review_data-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4>3.0, 5.0,1.0)-Ngood_bad-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-Rlast-unset-class-temporarily'

@attribute id numeric
@attribute product_name {'rubber chicken purse','set of ten finger ha','crosley cr8005a-tu c','jbl clip 2 waterproo','ninja professional b','oster cordless elect','iron gym total upper','everydrop by whirlpo','uvex skyper blue lig','rolodex deep desk dr','dymo labelmanager 28','the crystal bible','cuisinart mcp193-18n','viviscal extra stren','the official bs butt'}
@attribute type {review,title}
@attribute rating numeric
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute good_bad {'\'(-inf-3]\'','\'(3-inf)\''}

@data
64,'rubber chicken purse',review,4,223,0.529148,0.470852,0,0.147982,0.035874,0.134529,0.053812,0.06278,0.008969,'\'(3-inf)\''
64,'rubber chicken purse',title,4,7,0.285714,0.714286,0,0.428571,0,0,0,0.285714,0,'\'(3-inf)\''
65,'rubber chicken purse',review,5,5,0.2,0.8,0,0.4,0,0,0,0.4,0,'\'(3-inf)\''
65,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
66,'rubber chicken purse',review,5,3,0,1,0,0.333333,0,0,0,0.333333,0,'\'(3-inf)\''
66,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
67,'rubber chicken purse',review,1,3,0.333333,0.666667,0,0,0,0,0.333333,0.666667,0,'\'(-inf-3]\''
67,'rubber chicken purse',title,1,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
68,'rubber chicken purse',review,5,75,0.6,0.4,0,0.133333,0.026667,0.12,0.093333,0.066667,0,'\'(3-inf)\''
68,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0.5,0,0,'\'(3-inf)\''
69,'rubber chicken purse',review,5,41,0.560976,0.439024,0,0.219512,0.04878,0.146341,0.02439,0.097561,0,'\'(3-inf)\''
69,'rubber chicken purse',title,5,11,0.727273,0.272727,0,0.090909,0.090909,0.272727,0,0.181818,0,'\'(3-inf)\''
70,'rubber chicken purse',review,3,11,0.272727,0.727273,0,0.181818,0,0.272727,0.090909,0.090909,0,'\'(-inf-3]\''
70,'rubber chicken purse',title,3,9,0.222222,0.777778,0,0.222222,0,0.222222,0.111111,0.111111,0,'\'(-inf-3]\''
71,'rubber chicken purse',review,5,28,0.5,0.5,0,0.178571,0.142857,0.142857,0,0.107143,0,'\'(3-inf)\''
71,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0.5,0,'\'(3-inf)\''
72,'rubber chicken purse',review,5,2,0.5,0.5,0,0,0,0,0,0.5,0,'\'(3-inf)\''
72,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
73,'rubber chicken purse',review,5,10,0.4,0.6,0,0.2,0,0.2,0.1,0.1,0,'\'(3-inf)\''
73,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
74,'rubber chicken purse',review,5,52,0.519231,0.480769,0,0.134615,0.019231,0.192308,0.076923,0.076923,0.038462,'\'(3-inf)\''
74,'rubber chicken purse',title,5,9,0.444444,0.555556,0,0.111111,0,0.333333,0.111111,0.111111,0.111111,'\'(3-inf)\''
75,'rubber chicken purse',review,2,21,0.47619,0.52381,0,0.142857,0.047619,0.190476,0.190476,0.142857,0,'\'(-inf-3]\''
75,'rubber chicken purse',title,2,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
76,'rubber chicken purse',review,5,6,0.166667,0.833333,0,0.166667,0,0.166667,0,0.166667,0,'\'(3-inf)\''
76,'rubber chicken purse',title,5,4,0,1,0,0.5,0,0,0,0.25,0,'\'(3-inf)\''
77,'rubber chicken purse',review,5,17,0.411765,0.588235,0,0.235294,0,0.117647,0,0.294118,0,'\'(3-inf)\''
77,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
78,'rubber chicken purse',review,5,23,0.608696,0.391304,0,0.217391,0.173913,0.173913,0.043478,0,0.043478,'\'(3-inf)\''
78,'rubber chicken purse',title,5,11,0.545455,0.454545,0,0.181818,0.181818,0.181818,0,0,0,'\'(3-inf)\''
79,'rubber chicken purse',review,5,29,0.413793,0.586207,0,0.172414,0.103448,0.137931,0,0.034483,0,'\'(3-inf)\''
79,'rubber chicken purse',title,5,10,0.2,0.8,0,0.2,0.1,0.2,0,0,0,'\'(3-inf)\''
80,'rubber chicken purse',review,5,17,0.588235,0.411765,0,0.294118,0.058824,0.176471,0,0.058824,0,'\'(3-inf)\''
80,'rubber chicken purse',title,5,3,0.333333,0.666667,0,0,0.333333,0.333333,0,0,0,'\'(3-inf)\''
81,'rubber chicken purse',review,5,23,0.608696,0.391304,0,0.130435,0.086957,0.173913,0,0.086957,0,'\'(3-inf)\''
81,'rubber chicken purse',title,5,14,0.571429,0.428571,0,0.142857,0.071429,0.142857,0,0.142857,0,'\'(3-inf)\''
82,'rubber chicken purse',review,5,14,0.428571,0.571429,0,0.357143,0.071429,0.142857,0,0.071429,0,'\'(3-inf)\''
82,'rubber chicken purse',title,5,3,0,1,0,0.666667,0,0,0,0,0,'\'(3-inf)\''
83,'rubber chicken purse',review,5,11,0.363636,0.636364,0,0.090909,0,0.090909,0.181818,0.272727,0,'\'(3-inf)\''
83,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
84,'rubber chicken purse',review,5,27,0.333333,0.666667,0,0.185185,0.074074,0.111111,0.185185,0.037037,0,'\'(3-inf)\''
84,'rubber chicken purse',title,5,6,0.166667,0.833333,0,0.333333,0,0.166667,0,0,0,'\'(3-inf)\''
85,'rubber chicken purse',review,5,17,0.411765,0.588235,0,0.176471,0.058824,0.235294,0.058824,0.058824,0,'\'(3-inf)\''
85,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
86,'rubber chicken purse',review,5,79,0.544304,0.455696,0,0.189873,0.037975,0.151899,0.075949,0.101266,0.012658,'\'(3-inf)\''
86,'rubber chicken purse',title,5,12,0.5,0.5,0,0.25,0.083333,0.083333,0.083333,0.166667,0,'\'(3-inf)\''
87,'rubber chicken purse',review,5,22,0.636364,0.363636,0,0.090909,0,0.181818,0.090909,0.136364,0,'\'(3-inf)\''
87,'rubber chicken purse',title,5,8,0.625,0.375,0,0.375,0,0.125,0.125,0,0,'\'(3-inf)\''
88,'rubber chicken purse',review,5,7,0.285714,0.714286,0,0.285714,0,0.285714,0.142857,0.142857,0,'\'(3-inf)\''
88,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
89,'rubber chicken purse',review,3,28,0.535714,0.464286,0,0.214286,0,0.107143,0.178571,0.035714,0,'\'(-inf-3]\''
89,'rubber chicken purse',title,3,4,0.25,0.75,0,0.25,0,0.25,0.25,0,0,'\'(-inf-3]\''
90,'rubber chicken purse',review,5,25,0.52,0.48,0,0.2,0.04,0.16,0.12,0.08,0.04,'\'(3-inf)\''
90,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
91,'rubber chicken purse',review,1,23,0.608696,0.391304,0,0.086957,0.043478,0.26087,0.130435,0.043478,0,'\'(-inf-3]\''
91,'rubber chicken purse',title,1,7,0.714286,0.285714,0,0,0.142857,0.571429,0,0,0,'\'(-inf-3]\''
92,'rubber chicken purse',review,5,36,0.444444,0.555556,0,0.166667,0.055556,0.138889,0.083333,0.166667,0.027778,'\'(3-inf)\''
92,'rubber chicken purse',title,5,7,0.285714,0.714286,0,0,0.142857,0.428571,0.285714,0,0,'\'(3-inf)\''
93,'rubber chicken purse',review,5,23,0.304348,0.695652,0,0.26087,0.043478,0.130435,0,0.130435,0,'\'(3-inf)\''
93,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
94,'rubber chicken purse',review,4,18,0.5,0.5,0,0.222222,0,0.111111,0.111111,0.055556,0,'\'(3-inf)\''
94,'rubber chicken purse',title,4,5,0.4,0.6,0,0.2,0,0.2,0,0.4,0,'\'(3-inf)\''
95,'rubber chicken purse',review,5,14,0.642857,0.357143,0,0.214286,0.071429,0.214286,0.142857,0,0.071429,'\'(3-inf)\''
95,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
96,'rubber chicken purse',review,5,49,0.55102,0.44898,0,0.22449,0.040816,0.163265,0.040816,0.102041,0,'\'(3-inf)\''
96,'rubber chicken purse',title,5,9,0.555556,0.444444,0,0.222222,0.111111,0.222222,0.111111,0.111111,0,'\'(3-inf)\''
97,'rubber chicken purse',review,4,51,0.568627,0.431373,0,0.117647,0.039216,0.137255,0.058824,0.117647,0,'\'(3-inf)\''
97,'rubber chicken purse',title,4,16,0.5,0.5,0,0.0625,0.0625,0.1875,0.125,0.1875,0,'\'(3-inf)\''
98,'rubber chicken purse',review,5,14,0.428571,0.571429,0,0.214286,0,0.142857,0.071429,0.142857,0,'\'(3-inf)\''
98,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
99,'rubber chicken purse',review,5,4,0.25,0.75,0,0,0,0.25,0.25,0,0,'\'(3-inf)\''
99,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
100,'rubber chicken purse',review,5,6,0.333333,0.666667,0,0,0,0.166667,0.166667,0.166667,0,'\'(3-inf)\''
100,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
101,'rubber chicken purse',review,5,17,0.470588,0.529412,0.058824,0.176471,0.058824,0.117647,0.058824,0.117647,0,'\'(3-inf)\''
101,'rubber chicken purse',title,5,12,0.416667,0.583333,0.083333,0.166667,0.083333,0.083333,0.083333,0.083333,0,'\'(3-inf)\''
102,'rubber chicken purse',review,4,265,0.584906,0.415094,0.003774,0.116981,0.030189,0.135849,0.056604,0.05283,0.011321,'\'(3-inf)\''
102,'rubber chicken purse',title,4,8,0.25,0.75,0,0.25,0.125,0.25,0.125,0,0,'\'(3-inf)\''
103,'rubber chicken purse',review,5,168,0.553571,0.446429,0,0.125,0.029762,0.14881,0.107143,0.077381,0.017857,'\'(3-inf)\''
103,'rubber chicken purse',title,5,16,0.6875,0.3125,0,0.125,0.0625,0.25,0.1875,0.0625,0.0625,'\'(3-inf)\''
104,'rubber chicken purse',review,4,46,0.413043,0.586957,0,0.195652,0.021739,0.130435,0.065217,0.108696,0.021739,'\'(3-inf)\''
104,'rubber chicken purse',title,4,6,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,'\'(3-inf)\''
105,'rubber chicken purse',review,2,14,0.428571,0.571429,0,0.071429,0.071429,0.285714,0.071429,0.142857,0,'\'(-inf-3]\''
105,'rubber chicken purse',title,2,6,0.333333,0.666667,0,0.333333,0,0.166667,0.166667,0,0,'\'(-inf-3]\''
106,'rubber chicken purse',review,3,13,0.307692,0.692308,0,0.230769,0,0.153846,0.230769,0.076923,0,'\'(-inf-3]\''
106,'rubber chicken purse',title,3,3,0.666667,0.333333,0,0.333333,0,0,0,0,0,'\'(-inf-3]\''
107,'rubber chicken purse',review,3,28,0.607143,0.392857,0,0.107143,0.035714,0.25,0.107143,0,0.035714,'\'(-inf-3]\''
107,'rubber chicken purse',title,3,9,0.777778,0.222222,0,0.111111,0.111111,0.333333,0.111111,0,0,'\'(-inf-3]\''
108,'rubber chicken purse',review,5,7,0.714286,0.285714,0,0.285714,0.142857,0.142857,0,0,0,'\'(3-inf)\''
108,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
109,'rubber chicken purse',review,5,27,0.592593,0.407407,0,0.074074,0.074074,0.185185,0.111111,0.148148,0.037037,'\'(3-inf)\''
109,'rubber chicken purse',title,5,11,0.545455,0.454545,0,0,0.090909,0.090909,0.272727,0.272727,0.090909,'\'(3-inf)\''
110,'rubber chicken purse',review,5,26,0.384615,0.615385,0,0.192308,0.115385,0.115385,0.076923,0.076923,0,'\'(3-inf)\''
110,'rubber chicken purse',title,5,5,0.2,0.8,0,0.2,0.2,0.2,0,0.2,0,'\'(3-inf)\''
111,'rubber chicken purse',review,5,81,0.530864,0.469136,0,0.17284,0.074074,0.135802,0.061728,0.061728,0,'\'(3-inf)\''
111,'rubber chicken purse',title,5,5,0.2,0.8,0,0.4,0.2,0.2,0,0,0,'\'(3-inf)\''
112,'rubber chicken purse',review,5,5,0.2,0.8,0,0.2,0.2,0.2,0,0,0,'\'(3-inf)\''
112,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
113,'rubber chicken purse',review,5,3,0.333333,0.666667,0,0.333333,0.333333,0,0,0.333333,0,'\'(3-inf)\''
113,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
114,'rubber chicken purse',review,4,64,0.5625,0.4375,0,0.15625,0.03125,0.21875,0.0625,0.0625,0,'\'(3-inf)\''
114,'rubber chicken purse',title,4,5,0.2,0.8,0,0.4,0,0.2,0.2,0,0,'\'(3-inf)\''
115,'rubber chicken purse',review,5,26,0.538462,0.461538,0,0.192308,0.115385,0.192308,0.076923,0,0,'\'(3-inf)\''
115,'rubber chicken purse',title,5,4,0.25,0.75,0,0.5,0,0.25,0,0,0,'\'(3-inf)\''
116,'rubber chicken purse',review,5,15,0.266667,0.733333,0,0.133333,0,0.133333,0.2,0.066667,0,'\'(3-inf)\''
116,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
117,'rubber chicken purse',review,5,8,0.625,0.375,0,0.375,0.125,0.125,0,0,0,'\'(3-inf)\''
117,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
118,'rubber chicken purse',review,5,7,0.571429,0.428571,0,0.285714,0.142857,0.142857,0,0,0,'\'(3-inf)\''
118,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
119,'rubber chicken purse',review,5,9,0.222222,0.777778,0,0.222222,0,0,0.111111,0.222222,0,'\'(3-inf)\''
119,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
120,'rubber chicken purse',review,1,35,0.314286,0.685714,0,0.2,0.057143,0.142857,0.028571,0.114286,0.028571,'\'(-inf-3]\''
120,'rubber chicken purse',title,1,14,0.214286,0.785714,0,0.214286,0.071429,0.071429,0.071429,0.142857,0,'\'(-inf-3]\''
121,'rubber chicken purse',review,5,21,0.380952,0.619048,0,0.333333,0,0.047619,0,0.095238,0,'\'(3-inf)\''
121,'rubber chicken purse',title,5,10,0.2,0.8,0,0.4,0,0.1,0.1,0.1,0,'\'(3-inf)\''
122,'rubber chicken purse',review,5,24,0.5,0.5,0,0.166667,0.125,0.25,0,0,0,'\'(3-inf)\''
122,'rubber chicken purse',title,5,1,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
123,'rubber chicken purse',review,5,3,0,1,0,0.333333,0,0,0,0.333333,0,'\'(3-inf)\''
123,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
124,'rubber chicken purse',review,5,13,0.615385,0.384615,0,0.153846,0.230769,0.153846,0.076923,0,0,'\'(3-inf)\''
124,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
125,'rubber chicken purse',review,5,48,0.5,0.5,0,0.208333,0.0625,0.083333,0.0625,0.083333,0,'\'(3-inf)\''
125,'rubber chicken purse',title,5,14,0.428571,0.571429,0,0.071429,0.142857,0.142857,0.071429,0.071429,0,'\'(3-inf)\''
126,'rubber chicken purse',review,5,27,0.444444,0.555556,0,0.185185,0.148148,0.185185,0.037037,0.037037,0,'\'(3-inf)\''
126,'rubber chicken purse',title,5,11,0.363636,0.636364,0,0.272727,0.090909,0.090909,0,0.090909,0,'\'(3-inf)\''
127,'rubber chicken purse',review,5,20,0.4,0.6,0,0.15,0.1,0.4,0.05,0.1,0,'\'(3-inf)\''
127,'rubber chicken purse',title,5,12,0.333333,0.666667,0,0.083333,0.083333,0.333333,0.083333,0.166667,0,'\'(3-inf)\''
128,'rubber chicken purse',review,5,9,0.555556,0.444444,0,0,0.111111,0.333333,0,0,0,'\'(3-inf)\''
128,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
129,'rubber chicken purse',review,5,36,0.611111,0.388889,0,0.166667,0.111111,0.138889,0.027778,0.083333,0,'\'(3-inf)\''
129,'rubber chicken purse',title,5,14,0.642857,0.357143,0,0.071429,0.142857,0.142857,0.071429,0.142857,0,'\'(3-inf)\''
130,'rubber chicken purse',review,4,29,0.551724,0.448276,0,0.137931,0.034483,0.172414,0.137931,0.068966,0,'\'(3-inf)\''
130,'rubber chicken purse',title,4,13,0.538462,0.461538,0,0.153846,0,0.076923,0.076923,0.076923,0,'\'(3-inf)\''
131,'rubber chicken purse',review,5,4,0.25,0.75,0,0.5,0.25,0.25,0,0,0,'\'(3-inf)\''
131,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
132,'rubber chicken purse',review,5,41,0.560976,0.439024,0,0.268293,0.121951,0.121951,0.04878,0.073171,0.02439,'\'(3-inf)\''
132,'rubber chicken purse',title,5,3,0,1,0,0.666667,0,0,0,0.333333,0,'\'(3-inf)\''
133,'rubber chicken purse',review,2,18,0.611111,0.388889,0,0.222222,0,0.111111,0.055556,0.055556,0,'\'(-inf-3]\''
133,'rubber chicken purse',title,2,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
134,'rubber chicken purse',review,5,4,0,1,0,0.25,0,0,0,0.5,0,'\'(3-inf)\''
134,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
135,'rubber chicken purse',review,5,11,0.363636,0.636364,0,0.181818,0.090909,0.090909,0,0,0,'\'(3-inf)\''
135,'rubber chicken purse',title,5,5,0.4,0.6,0,0.4,0,0,0,0,0,'\'(3-inf)\''
136,'rubber chicken purse',review,5,15,0.4,0.6,0,0.066667,0.066667,0.133333,0.133333,0.133333,0,'\'(3-inf)\''
136,'rubber chicken purse',title,5,4,0.25,0.75,0,0.5,0,0,0,0.25,0,'\'(3-inf)\''
137,'rubber chicken purse',review,5,30,0.566667,0.433333,0,0.1,0.1,0.2,0.133333,0.133333,0,'\'(3-inf)\''
137,'rubber chicken purse',title,5,9,0.555556,0.444444,0,0.222222,0,0.333333,0.111111,0.111111,0,'\'(3-inf)\''
138,'rubber chicken purse',review,5,21,0.571429,0.428571,0,0.142857,0.142857,0.190476,0.047619,0.047619,0,'\'(3-inf)\''
138,'rubber chicken purse',title,5,12,0.583333,0.416667,0,0.083333,0.166667,0.25,0,0.083333,0,'\'(3-inf)\''
139,'rubber chicken purse',review,5,33,0.545455,0.454545,0,0.151515,0.030303,0.181818,0.090909,0.181818,0.060606,'\'(3-inf)\''
139,'rubber chicken purse',title,5,4,0.5,0.5,0,0.25,0,0,0,0.25,0,'\'(3-inf)\''
140,'rubber chicken purse',review,5,18,0.555556,0.444444,0,0.166667,0.166667,0.222222,0.055556,0.055556,0,'\'(3-inf)\''
140,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
142,'rubber chicken purse',review,5,16,0.5625,0.4375,0,0.25,0.0625,0.1875,0,0,0,'\'(3-inf)\''
142,'rubber chicken purse',title,5,7,0.571429,0.428571,0,0.285714,0,0.142857,0.142857,0,0,'\'(3-inf)\''
143,'rubber chicken purse',review,5,5,0.4,0.6,0,0.2,0,0.2,0,0.2,0,'\'(3-inf)\''
143,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
144,'rubber chicken purse',review,5,58,0.586207,0.413793,0,0.155172,0.051724,0.224138,0.051724,0.017241,0,'\'(3-inf)\''
144,'rubber chicken purse',title,5,5,0.4,0.6,0,0.4,0,0.4,0,0,0,'\'(3-inf)\''
145,'rubber chicken purse',review,2,45,0.511111,0.488889,0.022222,0.133333,0.044444,0.155556,0.111111,0.088889,0,'\'(-inf-3]\''
145,'rubber chicken purse',title,2,2,0.5,0.5,0,0,0,0,1,0,0,'\'(-inf-3]\''
146,'rubber chicken purse',review,5,10,0.3,0.7,0,0.4,0,0.2,0,0.1,0,'\'(3-inf)\''
146,'rubber chicken purse',title,5,2,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
147,'rubber chicken purse',review,4,18,0.555556,0.444444,0,0.222222,0,0.111111,0.055556,0.166667,0,'\'(3-inf)\''
147,'rubber chicken purse',title,4,3,0,1,0,0.333333,0,0,0,0.333333,0,'\'(3-inf)\''
148,'rubber chicken purse',review,5,24,0.416667,0.583333,0,0.166667,0,0.166667,0.125,0.041667,0,'\'(3-inf)\''
148,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
