@relation 'smart_review_data-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4>3.0, 5.0,1.0)-Ngood_bad-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-Rlast-unset-class-temporarily'

@attribute id numeric
@attribute product_name {'rubber chicken purse','set of ten finger ha','crosley cr8005a-tu c','jbl clip 2 waterproo','ninja professional b','oster cordless elect','iron gym total upper','everydrop by whirlpo','uvex skyper blue lig','rolodex deep desk dr','dymo labelmanager 28','the crystal bible','cuisinart mcp193-18n','viviscal extra stren','the official bs butt'}
@attribute type {review,title}
@attribute rating numeric
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute good_bad {'\'(-inf-3]\'','\'(3-inf)\''}

@data
304,'rubber chicken purse',review,5,24,0.5,0.5,0,0.166667,0.125,0.125,0.083333,0.083333,0,'\'(3-inf)\''
304,'rubber chicken purse',title,5,4,0.5,0.5,0,0.25,0.25,0.25,0,0,0,'\'(3-inf)\''
305,'rubber chicken purse',review,5,44,0.590909,0.409091,0,0.204545,0.068182,0.113636,0.022727,0.113636,0,'\'(3-inf)\''
305,'rubber chicken purse',title,5,12,0.5,0.5,0,0.333333,0.083333,0.166667,0,0.083333,0,'\'(3-inf)\''
306,'rubber chicken purse',review,5,26,0.538462,0.461538,0,0.269231,0.038462,0.076923,0.038462,0.038462,0,'\'(3-inf)\''
306,'rubber chicken purse',title,5,11,0.545455,0.454545,0,0.272727,0,0.090909,0,0,0,'\'(3-inf)\''
307,'rubber chicken purse',review,5,88,0.579545,0.420455,0,0.125,0.034091,0.193182,0.079545,0.079545,0,'\'(3-inf)\''
307,'rubber chicken purse',title,5,6,0.333333,0.666667,0,0.333333,0.166667,0.166667,0,0.166667,0,'\'(3-inf)\''
308,'rubber chicken purse',review,1,4,0.5,0.5,0,0.25,0,0.5,0,0,0,'\'(-inf-3]\''
308,'rubber chicken purse',title,1,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
309,'rubber chicken purse',review,5,8,0.5,0.5,0,0.25,0,0.25,0.125,0,0.125,'\'(3-inf)\''
309,'rubber chicken purse',title,5,4,0,1,0,0.75,0,0,0,0,0,'\'(3-inf)\''
310,'rubber chicken purse',review,5,25,0.44,0.56,0,0.2,0.04,0.32,0.08,0.12,0,'\'(3-inf)\''
310,'rubber chicken purse',title,5,12,0.25,0.75,0,0.25,0.083333,0.333333,0,0.083333,0,'\'(3-inf)\''
311,'rubber chicken purse',review,5,11,0.545455,0.454545,0,0.181818,0.181818,0.181818,0,0.090909,0,'\'(3-inf)\''
311,'rubber chicken purse',title,5,5,0.6,0.4,0,0.2,0.2,0,0,0.2,0,'\'(3-inf)\''
312,'rubber chicken purse',review,5,35,0.428571,0.571429,0.028571,0.142857,0.028571,0.2,0.057143,0.085714,0,'\'(3-inf)\''
312,'rubber chicken purse',title,5,3,0,1,0,0,0,0,0,0.333333,0,'\'(3-inf)\''
313,'rubber chicken purse',review,5,7,0.571429,0.428571,0,0,0,0.285714,0.142857,0,0.142857,'\'(3-inf)\''
313,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
314,'rubber chicken purse',review,5,6,0.333333,0.666667,0,0.333333,0.166667,0.166667,0,0,0,'\'(3-inf)\''
314,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
315,'rubber chicken purse',review,5,11,0.454545,0.545455,0,0.272727,0.090909,0.090909,0,0.090909,0,'\'(3-inf)\''
315,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
316,'rubber chicken purse',review,4,36,0.527778,0.472222,0,0.222222,0.055556,0.138889,0,0.027778,0,'\'(3-inf)\''
316,'rubber chicken purse',title,4,5,0.4,0.6,0,0.4,0.2,0,0,0,0,'\'(3-inf)\''
317,'rubber chicken purse',review,4,19,0.421053,0.578947,0,0.210526,0.052632,0.157895,0.052632,0.157895,0,'\'(3-inf)\''
317,'rubber chicken purse',title,4,4,0,1,0,0.25,0,0,0,0.5,0,'\'(3-inf)\''
318,'rubber chicken purse',review,3,61,0.540984,0.459016,0,0.081967,0.016393,0.196721,0.081967,0.098361,0,'\'(-inf-3]\''
318,'rubber chicken purse',title,3,7,0.285714,0.714286,0,0.142857,0,0.142857,0.142857,0.285714,0,'\'(-inf-3]\''
319,'rubber chicken purse',review,5,17,0.470588,0.529412,0,0.294118,0.058824,0.176471,0,0.058824,0,'\'(3-inf)\''
319,'rubber chicken purse',title,5,4,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
320,'rubber chicken purse',review,2,83,0.590361,0.409639,0,0.108434,0.060241,0.13253,0.048193,0.072289,0,'\'(-inf-3]\''
320,'rubber chicken purse',title,2,2,0,1,0,1,0,0,0,0,0,'\'(-inf-3]\''
321,'rubber chicken purse',review,4,26,0.5,0.5,0,0.153846,0.115385,0.153846,0.115385,0.038462,0.038462,'\'(3-inf)\''
321,'rubber chicken purse',title,4,11,0.636364,0.363636,0,0.181818,0.181818,0.181818,0,0,0,'\'(3-inf)\''
322,'rubber chicken purse',review,4,37,0.513514,0.486486,0,0.162162,0.054054,0.216216,0.081081,0.108108,0,'\'(3-inf)\''
322,'rubber chicken purse',title,4,2,0,1,0,0,0,0,0.5,0.5,0,'\'(3-inf)\''
323,'rubber chicken purse',review,3,24,0.666667,0.333333,0,0.166667,0.125,0.166667,0.125,0.041667,0,'\'(-inf-3]\''
323,'rubber chicken purse',title,3,11,0.636364,0.363636,0,0.090909,0.181818,0.272727,0.181818,0,0,'\'(-inf-3]\''
324,'rubber chicken purse',review,5,352,0.522727,0.477273,0,0.125,0.019886,0.116477,0.056818,0.056818,0.019886,'\'(3-inf)\''
324,'rubber chicken purse',title,5,4,0.5,0.5,0,0.25,0,0.25,0,0,0,'\'(3-inf)\''
325,'rubber chicken purse',review,5,18,0.611111,0.388889,0,0.277778,0.111111,0.166667,0,0,0,'\'(3-inf)\''
325,'rubber chicken purse',title,5,6,0.5,0.5,0,0.166667,0.333333,0.333333,0,0,0,'\'(3-inf)\''
326,'rubber chicken purse',review,5,4,0,1,0,0.5,0,0,0,0.25,0,'\'(3-inf)\''
326,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
327,'rubber chicken purse',review,5,93,0.494624,0.505376,0,0.182796,0.032258,0.107527,0.043011,0.086022,0,'\'(3-inf)\''
327,'rubber chicken purse',title,5,11,0.272727,0.727273,0,0.363636,0,0.090909,0.090909,0,0.090909,'\'(3-inf)\''
328,'rubber chicken purse',review,4,51,0.529412,0.470588,0,0.196078,0.039216,0.176471,0.058824,0.039216,0.019608,'\'(3-inf)\''
328,'rubber chicken purse',title,4,11,0.636364,0.363636,0,0.181818,0.181818,0.181818,0,0,0,'\'(3-inf)\''
329,'rubber chicken purse',review,4,17,0.588235,0.411765,0,0.058824,0.058824,0.117647,0.176471,0.176471,0,'\'(3-inf)\''
329,'rubber chicken purse',title,4,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
330,'rubber chicken purse',review,5,9,0.444444,0.555556,0,0.333333,0.111111,0,0.111111,0.222222,0,'\'(3-inf)\''
330,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
331,'rubber chicken purse',review,5,38,0.526316,0.473684,0,0.184211,0.026316,0.131579,0.184211,0.078947,0.026316,'\'(3-inf)\''
331,'rubber chicken purse',title,5,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,'\'(3-inf)\''
332,'rubber chicken purse',review,2,21,0.52381,0.47619,0,0.190476,0.047619,0.190476,0.142857,0.047619,0,'\'(-inf-3]\''
332,'rubber chicken purse',title,2,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
333,'rubber chicken purse',review,4,69,0.521739,0.478261,0,0.173913,0.014493,0.115942,0.057971,0.086957,0.014493,'\'(3-inf)\''
333,'rubber chicken purse',title,4,11,0.636364,0.363636,0,0.181818,0.090909,0.181818,0,0,0,'\'(3-inf)\''
334,'rubber chicken purse',review,4,15,0.733333,0.266667,0,0.133333,0,0.266667,0.133333,0.066667,0.066667,'\'(3-inf)\''
334,'rubber chicken purse',title,4,9,0.666667,0.333333,0,0.222222,0,0.333333,0.222222,0.111111,0.111111,'\'(3-inf)\''
335,'rubber chicken purse',review,4,59,0.389831,0.610169,0,0.20339,0.033898,0.084746,0.101695,0.135593,0,'\'(3-inf)\''
335,'rubber chicken purse',title,4,5,0,1,0,0.4,0,0,0.2,0.2,0,'\'(3-inf)\''
336,'rubber chicken purse',review,5,64,0.5625,0.4375,0.015625,0.09375,0.046875,0.203125,0.09375,0.015625,0.015625,'\'(3-inf)\''
336,'rubber chicken purse',title,5,3,0.333333,0.666667,0,0,0.333333,0.333333,0,0,0,'\'(3-inf)\''
337,'rubber chicken purse',review,5,7,0.571429,0.428571,0,0.142857,0,0.142857,0.285714,0.142857,0,'\'(3-inf)\''
337,'rubber chicken purse',title,5,2,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
338,'rubber chicken purse',review,5,153,0.535948,0.464052,0,0.183007,0.03268,0.143791,0.019608,0.065359,0.013072,'\'(3-inf)\''
338,'rubber chicken purse',title,5,6,0.5,0.5,0,0.5,0,0,0,0,0,'\'(3-inf)\''
339,'rubber chicken purse',review,5,51,0.529412,0.470588,0,0.176471,0.039216,0.137255,0.039216,0.078431,0.058824,'\'(3-inf)\''
339,'rubber chicken purse',title,5,7,0.428571,0.571429,0,0.285714,0.142857,0.142857,0,0.142857,0,'\'(3-inf)\''
340,'rubber chicken purse',review,5,26,0.576923,0.423077,0,0.192308,0.115385,0.230769,0.076923,0.076923,0,'\'(3-inf)\''
340,'rubber chicken purse',title,5,11,0.545455,0.454545,0,0.181818,0,0.272727,0,0.181818,0,'\'(3-inf)\''
341,'rubber chicken purse',review,4,6,0.833333,0.166667,0,0.166667,0.166667,0.333333,0,0,0.166667,'\'(3-inf)\''
341,'rubber chicken purse',title,4,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
342,'rubber chicken purse',review,5,3,0.666667,0.333333,0,0,0.666667,0.333333,0,0,0,'\'(3-inf)\''
342,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
343,'rubber chicken purse',review,5,331,0.574018,0.425982,0,0.123867,0.018127,0.120846,0.05136,0.045317,0.012085,'\'(3-inf)\''
343,'rubber chicken purse',title,5,7,0.571429,0.428571,0,0,0,0.285714,0.285714,0,0.142857,'\'(3-inf)\''
344,'rubber chicken purse',review,5,5,0.2,0.8,0,0.4,0,0,0,0,0,'\'(3-inf)\''
344,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
345,'rubber chicken purse',review,4,30,0.566667,0.433333,0,0.133333,0.033333,0.133333,0.2,0.166667,0,'\'(3-inf)\''
345,'rubber chicken purse',title,4,12,0.5,0.5,0,0.25,0.083333,0.25,0.083333,0.083333,0,'\'(3-inf)\''
346,'rubber chicken purse',review,4,135,0.585185,0.414815,0,0.096296,0.037037,0.140741,0.051852,0.081481,0.022222,'\'(3-inf)\''
346,'rubber chicken purse',title,4,7,0.571429,0.428571,0,0.285714,0.142857,0.142857,0,0,0,'\'(3-inf)\''
347,'rubber chicken purse',review,5,19,0.368421,0.631579,0,0.263158,0.052632,0.210526,0.052632,0,0,'\'(3-inf)\''
347,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
348,'rubber chicken purse',review,5,27,0.555556,0.444444,0,0.148148,0.074074,0.148148,0.148148,0.148148,0.037037,'\'(3-inf)\''
348,'rubber chicken purse',title,5,2,0,1,0,0,0,0,0,0.5,0,'\'(3-inf)\''
349,'rubber chicken purse',review,5,9,0.444444,0.555556,0,0.222222,0,0.111111,0.111111,0.111111,0,'\'(3-inf)\''
349,'rubber chicken purse',title,5,3,0.333333,0.666667,0,0,0,0,0.333333,0.333333,0,'\'(3-inf)\''
350,'rubber chicken purse',review,5,13,0.538462,0.461538,0,0.153846,0.153846,0.230769,0,0.076923,0.076923,'\'(3-inf)\''
350,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
351,'rubber chicken purse',review,5,17,0.588235,0.411765,0,0.117647,0.176471,0.176471,0,0.058824,0,'\'(3-inf)\''
351,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
352,'rubber chicken purse',review,4,56,0.428571,0.571429,0,0.196429,0.035714,0.089286,0.071429,0.107143,0,'\'(3-inf)\''
352,'rubber chicken purse',title,4,11,0.454545,0.545455,0,0.272727,0,0.090909,0,0.090909,0,'\'(3-inf)\''
353,'rubber chicken purse',review,5,41,0.487805,0.512195,0,0.243902,0.04878,0.170732,0.073171,0.121951,0,'\'(3-inf)\''
353,'rubber chicken purse',title,5,6,0.166667,0.833333,0,0.166667,0.166667,0.166667,0.166667,0.333333,0,'\'(3-inf)\''
354,'rubber chicken purse',review,5,10,0.7,0.3,0,0.3,0,0.2,0,0,0,'\'(3-inf)\''
354,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
355,'rubber chicken purse',review,5,41,0.512195,0.487805,0,0.195122,0.04878,0.195122,0.02439,0.097561,0,'\'(3-inf)\''
355,'rubber chicken purse',title,5,13,0.538462,0.461538,0,0.076923,0.153846,0.384615,0.076923,0.153846,0,'\'(3-inf)\''
356,'rubber chicken purse',review,5,19,0.526316,0.473684,0,0.157895,0.052632,0.157895,0.105263,0.105263,0,'\'(3-inf)\''
356,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
357,'rubber chicken purse',review,5,44,0.613636,0.386364,0,0.159091,0.022727,0.204545,0.113636,0.045455,0.022727,'\'(3-inf)\''
357,'rubber chicken purse',title,5,4,0.25,0.75,0,0.5,0,0,0,0,0,'\'(3-inf)\''
358,'rubber chicken purse',review,4,29,0.551724,0.448276,0,0.241379,0.068966,0.103448,0.137931,0.137931,0,'\'(3-inf)\''
358,'rubber chicken purse',title,4,2,0,1,0,0.5,0,0,0,0.5,0,'\'(3-inf)\''
359,'rubber chicken purse',review,1,44,0.545455,0.454545,0,0.181818,0.045455,0.113636,0.090909,0.090909,0,'\'(-inf-3]\''
359,'rubber chicken purse',title,1,6,0.5,0.5,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,'\'(-inf-3]\''
360,'rubber chicken purse',review,5,2,0.5,0.5,0,0,0.5,0.5,0,0,0,'\'(3-inf)\''
360,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
361,'rubber chicken purse',review,5,4,0.5,0.5,0,0.25,0.25,0.25,0,0,0,'\'(3-inf)\''
361,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
362,'rubber chicken purse',review,3,39,0.487179,0.512821,0,0.25641,0.025641,0.153846,0,0.051282,0.025641,'\'(-inf-3]\''
362,'rubber chicken purse',title,3,11,0.454545,0.545455,0,0.272727,0.090909,0.181818,0,0,0.090909,'\'(-inf-3]\''
363,'rubber chicken purse',review,2,5,0.4,0.6,0,0.2,0,0.2,0,0.2,0,'\'(-inf-3]\''
363,'rubber chicken purse',title,2,1,0,1,0,1,0,0,0,0,0,'\'(-inf-3]\''
364,'rubber chicken purse',review,2,19,0.315789,0.684211,0,0.421053,0,0.052632,0.052632,0.105263,0,'\'(-inf-3]\''
364,'rubber chicken purse',title,2,3,0.333333,0.666667,0,0.333333,0,0,0,0,0,'\'(-inf-3]\''
365,'rubber chicken purse',review,5,12,0.5,0.5,0,0.25,0.166667,0.166667,0,0,0,'\'(3-inf)\''
365,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
366,'rubber chicken purse',review,5,19,0.473684,0.526316,0,0.263158,0.105263,0.105263,0,0.157895,0,'\'(3-inf)\''
366,'rubber chicken purse',title,5,4,0.25,0.75,0,0,0.25,0.25,0,0,0,'\'(3-inf)\''
367,'rubber chicken purse',review,5,166,0.584337,0.415663,0,0.174699,0.03012,0.120482,0.048193,0.066265,0,'\'(3-inf)\''
367,'rubber chicken purse',title,5,4,0.25,0.75,0,0.75,0,0.25,0,0,0,'\'(3-inf)\''
368,'rubber chicken purse',review,5,34,0.529412,0.470588,0,0.264706,0.029412,0.117647,0.088235,0.117647,0,'\'(3-inf)\''
368,'rubber chicken purse',title,5,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,'\'(3-inf)\''
369,'rubber chicken purse',review,5,2,0.5,0.5,0,0,0.5,0.5,0,0,0,'\'(3-inf)\''
369,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
370,'rubber chicken purse',review,5,71,0.56338,0.43662,0,0.169014,0.014085,0.140845,0.056338,0.126761,0,'\'(3-inf)\''
370,'rubber chicken purse',title,5,7,0.285714,0.714286,0,0.285714,0,0,0,0.285714,0,'\'(3-inf)\''
371,'rubber chicken purse',review,5,109,0.513761,0.486239,0,0.238532,0.009174,0.119266,0.018349,0.100917,0,'\'(3-inf)\''
371,'rubber chicken purse',title,5,9,0.333333,0.666667,0,0.333333,0,0,0.111111,0.111111,0,'\'(3-inf)\''
372,'rubber chicken purse',review,3,23,0.695652,0.304348,0,0.173913,0.043478,0.173913,0.043478,0.086957,0,'\'(-inf-3]\''
372,'rubber chicken purse',title,3,11,0.727273,0.272727,0,0.090909,0.090909,0.181818,0.090909,0.090909,0,'\'(-inf-3]\''
373,'rubber chicken purse',review,3,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0.333333,0,'\'(-inf-3]\''
373,'rubber chicken purse',title,3,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
374,'rubber chicken purse',review,2,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0.333333,0,'\'(-inf-3]\''
374,'rubber chicken purse',title,2,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
375,'rubber chicken purse',review,5,57,0.421053,0.578947,0,0.245614,0.052632,0.122807,0.017544,0.035088,0.017544,'\'(3-inf)\''
375,'rubber chicken purse',title,5,3,0,1,0,0.666667,0,0,0,0,0,'\'(3-inf)\''
376,'rubber chicken purse',review,5,46,0.586957,0.413043,0,0.217391,0.043478,0.173913,0.021739,0.108696,0,'\'(3-inf)\''
376,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0.5,0,'\'(3-inf)\''
377,'rubber chicken purse',review,5,3,0.333333,0.666667,0,0,0.333333,0.333333,0,0,0,'\'(3-inf)\''
377,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
378,'rubber chicken purse',review,5,4,0,1,0,0.75,0,0,0,0,0,'\'(3-inf)\''
378,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
379,'rubber chicken purse',review,5,61,0.57377,0.42623,0,0.196721,0.081967,0.131148,0.032787,0.131148,0.016393,'\'(3-inf)\''
379,'rubber chicken purse',title,5,19,0.368421,0.631579,0,0.368421,0.052632,0.052632,0,0.105263,0,'\'(3-inf)\''
380,'rubber chicken purse',review,5,27,0.37037,0.62963,0,0.296296,0,0.148148,0,0.037037,0,'\'(3-inf)\''
380,'rubber chicken purse',title,5,5,0.4,0.6,0,0.6,0,0,0,0,0,'\'(3-inf)\''
381,'rubber chicken purse',review,5,6,0.166667,0.833333,0,0.166667,0,0.333333,0,0.166667,0,'\'(3-inf)\''
381,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
382,'rubber chicken purse',review,5,12,0.416667,0.583333,0,0.083333,0.083333,0.25,0,0.083333,0,'\'(3-inf)\''
382,'rubber chicken purse',title,5,6,0.5,0.5,0,0.166667,0,0,0,0,0,'\'(3-inf)\''
383,'rubber chicken purse',review,4,55,0.509091,0.490909,0,0.181818,0.036364,0.109091,0.072727,0.109091,0,'\'(3-inf)\''
383,'rubber chicken purse',title,4,3,0,1,0,0.333333,0,0.333333,0,0.333333,0,'\'(3-inf)\''
384,'rubber chicken purse',review,5,5,0.2,0.8,0,0.2,0,0.2,0,0.4,0,'\'(3-inf)\''
384,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
385,'rubber chicken purse',review,5,168,0.535714,0.464286,0.005952,0.119048,0.029762,0.130952,0.053571,0.065476,0,'\'(3-inf)\''
385,'rubber chicken purse',title,5,1,0,1,0,0,0,1,0,0,0,'\'(3-inf)\''
386,'rubber chicken purse',review,3,63,0.460317,0.539683,0,0.095238,0.047619,0.15873,0.031746,0.047619,0,'\'(-inf-3]\''
386,'rubber chicken purse',title,3,1,0,1,0,0,0,0,0,1,0,'\'(-inf-3]\''
387,'rubber chicken purse',review,5,3,0.333333,0.666667,0,0,0.333333,0.333333,0,0,0,'\'(3-inf)\''
387,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0,0,'\'(3-inf)\''
388,'rubber chicken purse',review,3,14,0.571429,0.428571,0,0.214286,0.071429,0.142857,0.071429,0.142857,0,'\'(-inf-3]\''
388,'rubber chicken purse',title,3,2,0,1,0,0.5,0,0,0,0,0,'\'(-inf-3]\''
389,'rubber chicken purse',review,5,21,0.333333,0.666667,0,0.190476,0,0.047619,0.095238,0.238095,0,'\'(3-inf)\''
389,'rubber chicken purse',title,5,3,0.333333,0.666667,0,0,0,0,0.333333,0.333333,0,'\'(3-inf)\''
390,'rubber chicken purse',review,4,62,0.516129,0.483871,0,0.129032,0.048387,0.129032,0.112903,0.080645,0,'\'(3-inf)\''
390,'rubber chicken purse',title,4,7,0.571429,0.428571,0,0.142857,0.142857,0.142857,0,0.142857,0,'\'(3-inf)\''
391,'rubber chicken purse',review,4,89,0.516854,0.483146,0,0.101124,0.033708,0.213483,0.078652,0.05618,0,'\'(3-inf)\''
391,'rubber chicken purse',title,4,4,0.25,0.75,0,0.5,0,0,0,0,0,'\'(3-inf)\''
392,'rubber chicken purse',review,5,106,0.528302,0.471698,0,0.179245,0.04717,0.150943,0.084906,0.04717,0.009434,'\'(3-inf)\''
392,'rubber chicken purse',title,5,4,0.25,0.75,0,0.5,0,0,0,0,0,'\'(3-inf)\''
393,'rubber chicken purse',review,4,24,0.458333,0.541667,0,0.291667,0.041667,0.125,0,0.125,0,'\'(3-inf)\''
393,'rubber chicken purse',title,4,3,0,1,0,0.333333,0,0,0,0.333333,0,'\'(3-inf)\''
394,'rubber chicken purse',review,5,24,0.5,0.5,0,0.125,0.125,0.208333,0.041667,0.125,0,'\'(3-inf)\''
394,'rubber chicken purse',title,5,2,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
395,'rubber chicken purse',review,5,53,0.509434,0.490566,0,0.207547,0.056604,0.169811,0.037736,0.09434,0,'\'(3-inf)\''
395,'rubber chicken purse',title,5,2,0,1,0,0,0,0,0,0.5,0,'\'(3-inf)\''
396,'rubber chicken purse',review,2,36,0.527778,0.472222,0,0.111111,0.055556,0.194444,0.166667,0.027778,0,'\'(-inf-3]\''
396,'rubber chicken purse',title,2,4,0.5,0.5,0,0,0,0.25,0.75,0,0,'\'(-inf-3]\''
397,'rubber chicken purse',review,5,25,0.52,0.48,0,0.12,0.04,0.2,0.08,0,0.04,'\'(3-inf)\''
397,'rubber chicken purse',title,5,4,0.25,0.75,0,0,0.25,0.25,0,0,0,'\'(3-inf)\''
398,'rubber chicken purse',review,3,83,0.506024,0.493976,0,0.204819,0.036145,0.156627,0.036145,0.048193,0.012048,'\'(-inf-3]\''
398,'rubber chicken purse',title,3,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,'\'(-inf-3]\''
399,'rubber chicken purse',review,5,29,0.551724,0.448276,0,0.241379,0,0.206897,0.103448,0.068966,0,'\'(3-inf)\''
399,'rubber chicken purse',title,5,3,0,1,0,0.333333,0,0,0,0.333333,0,'\'(3-inf)\''
400,'rubber chicken purse',review,4,25,0.44,0.56,0,0.2,0.16,0.16,0.04,0.08,0,'\'(3-inf)\''
400,'rubber chicken purse',title,4,3,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
401,'rubber chicken purse',review,5,153,0.575163,0.424837,0,0.143791,0.03268,0.117647,0.058824,0.058824,0.013072,'\'(3-inf)\''
401,'rubber chicken purse',title,5,6,0,1,0,0.166667,0,0,0,0.166667,0,'\'(3-inf)\''
402,'rubber chicken purse',review,3,24,0.583333,0.416667,0,0.125,0.125,0.166667,0.083333,0.083333,0,'\'(-inf-3]\''
402,'rubber chicken purse',title,3,2,0.5,0.5,0,0,0,0,0,0.5,0,'\'(-inf-3]\''
403,'rubber chicken purse',review,5,265,0.581132,0.418868,0,0.101887,0.015094,0.139623,0.064151,0.075472,0.011321,'\'(3-inf)\''
403,'rubber chicken purse',title,5,15,0.333333,0.666667,0,0.133333,0,0.133333,0.2,0.133333,0,'\'(3-inf)\''
404,'rubber chicken purse',review,5,65,0.538462,0.461538,0,0.153846,0.061538,0.153846,0.061538,0.076923,0.015385,'\'(3-inf)\''
404,'rubber chicken purse',title,5,5,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
405,'rubber chicken purse',review,3,89,0.58427,0.41573,0,0.146067,0.022472,0.157303,0.044944,0.078652,0.011236,'\'(-inf-3]\''
405,'rubber chicken purse',title,3,3,0,1,0,1,0,0,0,0,0,'\'(-inf-3]\''
406,'rubber chicken purse',review,2,90,0.522222,0.477778,0,0.2,0.022222,0.166667,0.066667,0.077778,0.011111,'\'(-inf-3]\''
406,'rubber chicken purse',title,2,9,0,1,0,0.777778,0,0,0,0,0,'\'(-inf-3]\''
407,'rubber chicken purse',review,5,42,0.52381,0.47619,0,0.309524,0.071429,0.095238,0,0.119048,0.02381,'\'(3-inf)\''
407,'rubber chicken purse',title,5,8,0.25,0.75,0,0.5,0,0,0,0.125,0.125,'\'(3-inf)\''
408,'rubber chicken purse',review,5,80,0.575,0.425,0,0.2,0.05,0.1375,0.0375,0.1,0.0125,'\'(3-inf)\''
408,'rubber chicken purse',title,5,5,0.6,0.4,0,0.2,0,0.2,0,0.2,0,'\'(3-inf)\''
409,'rubber chicken purse',review,5,25,0.52,0.48,0,0.2,0.04,0.16,0.04,0.16,0,'\'(3-inf)\''
409,'rubber chicken purse',title,5,3,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
410,'rubber chicken purse',review,4,33,0.545455,0.454545,0,0.30303,0.030303,0.090909,0.030303,0.121212,0,'\'(3-inf)\''
410,'rubber chicken purse',title,4,2,0,1,0,1,0,0,0,0,0,'\'(3-inf)\''
411,'rubber chicken purse',review,5,55,0.454545,0.545455,0,0.181818,0.072727,0.127273,0.090909,0.036364,0.036364,'\'(3-inf)\''
411,'rubber chicken purse',title,5,3,0.666667,0.333333,0,0.333333,0.333333,0.333333,0,0,0,'\'(3-inf)\''
412,'rubber chicken purse',review,5,34,0.558824,0.441176,0,0.205882,0.058824,0.205882,0.117647,0.058824,0.058824,'\'(3-inf)\''
412,'rubber chicken purse',title,5,2,0,1,0,0.5,0,0,0,0.5,0,'\'(3-inf)\''
413,'rubber chicken purse',review,5,27,0.407407,0.592593,0,0.222222,0.148148,0.148148,0.074074,0.074074,0,'\'(3-inf)\''
